cod. reg.,regione,cod. prov.,provincia,comune,cod. istat,flag,arrivi totale esercizi residenti,arrivi totale esercizi non residenti,arrivi totale esercizi totale,arrivi esercizi alberghieri residenti,arrivi esercizi alberghieri non residenti,arrivi esercizi alberghieri totale,arrivi esercizi extra-alberghieri residenti,arrivi esercizi extra-alberghieri non residenti,arrivi esercizi extra-alberghieri totale,presenze totale esercizi residenti,presenze totale esercizi non residenti,presenze totale esercizi totale,presenze esercizi alberghieri residenti,presenze esercizi alberghieri non residenti,presenze esercizi alberghieri totale,presenze esercizi extra-alberghieri residenti,presenze esercizi extra-alberghieri non residenti,presenze esercizi extra-alberghieri totale
010,PIEMONTE,003,NOVARA,Galliate,003068,,1242,648,1890,,,,,,,3318,1433,4751,,,,,,
010,PIEMONTE,003,NOVARA,Gattico,003071,,599,189,788,,,,,,,2461,1634,4095,,,,,,
010,PIEMONTE,003,NOVARA,Gozzano,003076,,3000,1838,4838,,,,,,,4974,4410,9384,,,,,,
010,PIEMONTE,003,NOVARA,Invorio,003082,,349,153,502,,,,,,,519,186,705,,,,,,
010,PIEMONTE,003,NOVARA,Lesa,003084,,2726,8184,10910,1626,2922,4548,1100,5262,6362,6552,28082,34634,3284,9023,12307,3268,19059,22327
010,PIEMONTE,003,NOVARA,Meina,003095,,2049,7182,9231,1639,6458,8097,410,724,1134,3589,26582,30171,2766,24436,27202,823,2146,2969
010,PIEMONTE,003,NOVARA,Miasino,003098,,271,298,569,,,,,,,622,1351,1973,,,,,,
010,PIEMONTE,003,NOVARA,Nebbiuno,003103,,756,2921,3677,,,,,,,3006,9603,12609,,,,,,
010,PIEMONTE,003,NOVARA,Novara,003106,,40422,18350,58772,38945,17726,56671,1477,624,2101,98509,60734,159243,93111,59332,152443,5398,1402,6800
010,PIEMONTE,003,NOVARA,Oleggio,003108,,13223,13443,26666,13028,12662,25690,195,781,976,19202,19564,38766,18893,17978,36871,309,1586,1895
010,PIEMONTE,003,NOVARA,Oleggio Castello,003109,,4377,6318,10695,4135,6013,10148,242,305,547,6972,16187,23159,6661,15489,22150,311,698,1009
010,PIEMONTE,003,NOVARA,Orta San Giulio,003112,,13627,27843,41470,8672,18746,27418,4955,9097,14052,22718,76212,98930,11980,39499,51479,10738,36713,47451
010,PIEMONTE,003,NOVARA,Pella,003115,,1007,545,1552,,,,,,,4809,1242,6051,,,,,,
010,PIEMONTE,003,NOVARA,Pettenasco,003116,,7894,15920,23814,4383,11200,15583,3511,4720,8231,17020,56238,73258,7379,34626,42005,9641,21612,31253
010,PIEMONTE,003,NOVARA,Pombia,003121,,668,196,864,,,,,,,1124,604,1728,,,,,,
010,PIEMONTE,003,NOVARA,Romentino,003131,,205,8,213,,,,,,,869,12,881,,,,,,
010,PIEMONTE,003,NOVARA,San Maurizio d'Opaglio,003133,,626,453,1079,,,,,,,1221,1126,2347,,,,,,
010,PIEMONTE,003,NOVARA,Suno,003143,,288,367,655,,,,,,,2024,1550,3574,,,,,,
010,PIEMONTE,003,NOVARA,Varallo Pombia,003154,,2230,1093,3323,,,,,,,4981,2770,7751,,,,,,
010,PIEMONTE,003,NOVARA,Veruno,003157,,1952,1071,3023,,,,,,,7107,3050,10157,,,,,,
010,PIEMONTE,003,NOVARA,Altri comuni della Provincia di NOVARA, ,,20884,10603,31487,,,,,,,55120,25285,80405,,,,,,
010,PIEMONTE,003,NOVARA,, ,,246644,186424,433068,198811,138061,336872,47833,48363,96196,516282,553987,1070269,345430,352165,697595,170852,201822,372674
010,PIEMONTE,004,CUNEO,Acceglio,004001,,1647,3077,4724,0,0,0,1647,3077,4724,3243,4044,7287,0,0,0,3243,4044,7287
010,PIEMONTE,004,CUNEO,Alba,004003,,33263,42638,75901,23303,30667,53970,9960,11971,21931,69929,103038,172967,36623,66806,103429,33306,36232,69538
010,PIEMONTE,004,CUNEO,Albaretto della Torre,004004,,840,371,1211,,,,,,,1388,1376,2764,,,,,,
010,PIEMONTE,004,CUNEO,Bagnolo Piemonte,004009,,1432,50,1482,,,,,,,3957,137,4094,,,,,,
010,PIEMONTE,004,CUNEO,Barbaresco,004011,,1486,2446,3932,,,,,,,2509,6610,9119,,,,,,
010,PIEMONTE,004,CUNEO,Barge,004012,,1599,1701,3300,,,,,,,3613,5487,9100,,,,,,
010,PIEMONTE,004,CUNEO,Barolo,004013,,3265,6226,9491,,,,,,,5619,15159,20778,,,,,,
010,PIEMONTE,004,CUNEO,Bastia Mondovì,004014,,2806,178,2984,,,,,,,10196,2252,12448,,,,,,
010,PIEMONTE,004,CUNEO,Bellino,004017,,1017,165,1182,,,,,,,4555,201,4756,,,,,,
010,PIEMONTE,004,CUNEO,Belvedere Langhe,004018,,302,112,414,,,,,,,702,587,1289,,,,,,
010,PIEMONTE,004,CUNEO,Bene Vagienna,004019,,3975,1086,5061,3551,923,4474,424,163,587,8922,3568,12490,8331,3191,11522,591,377,968
010,PIEMONTE,004,CUNEO,Bossolasco,004027,,316,176,492,92,13,105,224,163,387,749,611,1360,335,22,357,414,589,1003
010,PIEMONTE,004,CUNEO,Boves,004028,,1488,730,2218,889,378,1267,599,352,951,12263,1024,13287,1625,559,2184,10638,465,11103
010,PIEMONTE,004,CUNEO,Bra,004029,,18410,12634,31044,16277,12021,28298,2133,613,2746,35600,32907,68507,28231,30410,58641,7369,2497,9866
010,PIEMONTE,004,CUNEO,Busca,004034,,1347,575,1922,,,,,,,2576,1593,4169,,,,,,
010,PIEMONTE,004,CUNEO,Canale,004037,,1319,3259,4578,6,1,7,1313,3258,4571,3152,8017,11169,415,36,451,2737,7981,10718
010,PIEMONTE,004,CUNEO,Carrù,004043,,672,111,783,,,,,,,979,207,1186,,,,,,
010,PIEMONTE,004,CUNEO,Castellinaldo d'Alba,004051,,721,1199,1920,,,,,,,1162,3180,4342,,,,,,
010,PIEMONTE,004,CUNEO,Castiglione Falletto,004055,,772,2539,3311,,,,,,,1291,7197,8488,,,,,,
010,PIEMONTE,004,CUNEO,Castiglione Tinella,004056,,452,705,1157,,,,,,,787,2178,2965,,,,,,
010,PIEMONTE,004,CUNEO,Cerretto Langhe,004063,,259,215,474,,,,,,,782,832,1614,,,,,,
010,PIEMONTE,004,CUNEO,Cervasca,004064,,189,209,398,,,,,,,750,1182,1932,,,,,,
010,PIEMONTE,004,CUNEO,Ceva,004066,,4413,910,5323,,,,,,,12390,2266,14656,,,,,,
010,PIEMONTE,004,CUNEO,Cherasco,004067,,13508,7179,20687,11534,6359,17893,1974,820,2794,21927,15479,37406,18255,13470,31725,3672,2009,5681
010,PIEMONTE,004,CUNEO,Chiusa di Pesio,004068,,7683,1091,8774,4196,483,4679,3487,608,4095,27107,4306,31413,12518,1502,14020,14589,2804,17393
010,PIEMONTE,004,CUNEO,Corneliano d'Alba,004072,,224,75,299,,,,,,,1383,406,1789,,,,,,
010,PIEMONTE,004,CUNEO,Cortemilia,004073,,798,2319,3117,,,,,,,1200,9952,11152,,,,,,
010,PIEMONTE,004,CUNEO,Cossano Belbo,004074,,175,451,626,,,,,,,382,2837,3219,,,,,,
010,PIEMONTE,004,CUNEO,Costigliole Saluzzo,004075,,2996,1033,4029,,,,,,,4068,2319,6387,,,,,,
010,PIEMONTE,004,CUNEO,Cravanzana,004076,,367,539,906,,,,,,,536,1052,1588,,,,,,
010,PIEMONTE,004,CUNEO,Crissolo,004077,,1190,980,2170,432,346,778,758,634,1392,2149,1410,3559,1281,634,1915,868,776,1644
010,PIEMONTE,004,CUNEO,Cuneo,004078,,28932,16977,45909,23412,14053,37465,5520,2924,8444,89260,36122,125382,51284,28052,79336,37976,8070,46046
010,PIEMONTE,004,CUNEO,Demonte,004079,,1065,632,1697,524,468,992,541,164,705,2515,1281,3796,1007,903,1910,1508,378,1886
010,PIEMONTE,004,CUNEO,Diano d'Alba,004080,,1251,1390,2641,,,,,,,1938,4050,5988,,,,,,
010,PIEMONTE,004,CUNEO,Dogliani,004081,,2587,1962,4549,952,661,1613,1635,1301,2936,4007,5717,9724,1552,1748,3300,2455,3969,6424
010,PIEMONTE,004,CUNEO,Dronero,004082,,1678,1075,2753,1329,820,2149,349,255,604,6074,2839,8913,5175,2253,7428,899,586,1485
010,PIEMONTE,004,CUNEO,Entracque,004084,,5723,3624,9347,999,243,1242,4724,3381,8105,16482,12398,28880,2630,637,3267,13852,11761,25613
010,PIEMONTE,004,CUNEO,Farigliano,004086,,588,686,1274,,,,,,,849,2368,3217,,,,,,
010,PIEMONTE,004,CUNEO,Fossano,004089,,11790,6877,18667,11537,6811,18348,253,66,319,32671,19267,51938,32266,19167,51433,405,100,505
010,PIEMONTE,004,CUNEO,Frabosa Soprana,004090,,4737,1069,5806,4114,1051,5165,623,18,641,16231,2970,19201,13247,2947,16194,2984,23,3007
010,PIEMONTE,004,CUNEO,Frabosa Sottana,004091,,10962,3630,14592,7580,2767,10347,3382,863,4245,51601,18342,69943,35021,13648,48669,16580,4694,21274
010,PIEMONTE,004,CUNEO,Garessio,004095,,247,83,330,,,,,,,1210,165,1375,,,,,,
010,PIEMONTE,004,CUNEO,Govone,004099,,686,846,1532,,,,,,,1313,2559,3872,,,,,,
010,PIEMONTE,004,CUNEO,Guarene,004101,,4431,3233,7664,1823,1512,3335,2608,1721,4329,8080,7790,15870,2722,3466,6188,5358,4324,9682
010,PIEMONTE,004,CUNEO,La Morra,004105,,5831,9893,15724,,,,,,,9701,26557,36258,,,,,,
010,PIEMONTE,004,CUNEO,Limone Piemonte,004110,,11539,6169,17708,7874,3951,11825,3665,2218,5883,48309,21354,69663,27917,11475,39392,20392,9879,30271
010,PIEMONTE,004,CUNEO,Macra,004112,,182,333,515,,,,,,,277,446,723,,,,,,
010,PIEMONTE,004,CUNEO,Mango,004115,,402,899,1301,,,,,,,730,2759,3489,,,,,,
010,PIEMONTE,004,CUNEO,Manta,004116,,2556,483,3039,,,,,,,6976,1265,8241,,,,,,
010,PIEMONTE,004,CUNEO,Marmora,004119,,756,982,1738,,,,,,,2199,2961,5160,,,,,,
010,PIEMONTE,004,CUNEO,Mondovì,004130,,7509,4810,12319,6074,4120,10194,1435,690,2125,17600,13197,30797,14277,10732,25009,3323,2465,5788
010,PIEMONTE,004,CUNEO,Monforte d'Alba,004132,,3306,7687,10993,1198,4591,5789,2108,3096,5204,4703,19814,24517,1774,11106,12880,2929,8708,11637
010,PIEMONTE,004,CUNEO,Montà,004133,,784,737,1521,189,501,690,595,236,831,1539,2943,4482,366,2014,2380,1173,929,2102
010,PIEMONTE,004,CUNEO,Montelupo Albese,004137,,2309,1987,4296,,,,,,,7364,7882,15246,,,,,,
010,PIEMONTE,004,CUNEO,Monticello d'Alba,004142,,682,206,888,,,,,,,1994,411,2405,,,,,,
010,PIEMONTE,004,CUNEO,Murazzano,004145,,84,240,324,,,,,,,117,1105,1222,,,,,,
010,PIEMONTE,004,CUNEO,Narzole,004147,,1964,982,2946,1309,361,1670,655,621,1276,4841,3552,8393,3116,1128,4244,1725,2424,4149
010,PIEMONTE,004,CUNEO,Neive,004148,,1969,2585,4554,,,,,,,2839,5977,8816,,,,,,
010,PIEMONTE,004,CUNEO,Neviglie,004149,,391,770,1161,,,,,,,636,1793,2429,,,,,,
010,PIEMONTE,004,CUNEO,Novello,004152,,2397,2493,4890,1273,1650,2923,1124,843,1967,3788,5785,9573,2028,3588,5616,1760,2197,3957
010,PIEMONTE,004,CUNEO,Ormea,004155,,1435,1125,2560,1115,1051,2166,320,74,394,5787,2590,8377,5178,2366,7544,609,224,833
010,PIEMONTE,004,CUNEO,Ostana,004156,,829,136,965,,,,,,,1273,303,1576,,,,,,
010,PIEMONTE,004,CUNEO,Paesana,004157,,672,557,1229,556,461,1017,116,96,212,1583,1395,2978,1279,1176,2455,304,219,523
010,PIEMONTE,004,CUNEO,Peveragno,004163,,1664,1949,3613,,,,,,,6707,6181,12888,,,,,,
010,PIEMONTE,004,CUNEO,Pietraporzio,004167,,426,115,541,,,,,,,1448,147,1595,,,,,,
010,PIEMONTE,004,CUNEO,Pocapaglia,004170,,1300,179,1479,,,,,,,3208,1083,4291,,,,,,
010,PIEMONTE,004,CUNEO,Roburent,004186,,1911,45,1956,,,,,,,5995,100,6095,,,,,,
010,PIEMONTE,004,CUNEO,Roccabruna,004187,,248,448,696,239,439,678,9,9,18,1162,1725,2887,1145,1716,2861,17,9,26
010,PIEMONTE,004,CUNEO,Roccaforte Mondovì,004190,,17879,1933,19812,10708,1795,12503,7171,138,7309,80907,7581,88488,38918,7082,46000,41989,499,42488
010,PIEMONTE,004,CUNEO,Roddino,004195,,232,106,338,,,,,,,389,564,953,,,,,,
010,PIEMONTE,004,CUNEO,Saluzzo,004203,,10966,7134,18100,9029,6355,15384,1937,779,2716,21550,15314,36864,16760,13509,30269,4790,1805,6595
010,PIEMONTE,004,CUNEO,Sampeyre,004205,,6998,2273,9271,3747,2145,5892,3251,128,3379,31771,7865,39636,17602,7301,24903,14169,564,14733
010,PIEMONTE,004,CUNEO,Sanfront,004209,,978,96,1074,,,,,,,1716,216,1932,,,,,,
010,PIEMONTE,004,CUNEO,San Michele Mondovì,004210,,756,284,1040,,,,,,,2000,934,2934,,,,,,
010,PIEMONTE,004,CUNEO,Santa Vittoria d'Alba,004212,,1468,2591,4059,,,,,,,2334,7270,9604,,,,,,
010,PIEMONTE,004,CUNEO,Santo Stefano Belbo,004213,,3676,4928,8604,,,,,,,6044,10563,16607,,,,,,
010,PIEMONTE,004,CUNEO,Savigliano,004215,,10042,2129,12171,8834,1814,10648,1208,315,1523,38540,7940,46480,35271,7179,42450,3269,761,4030
010,PIEMONTE,004,CUNEO,Serralunga d'Alba,004218,,5533,5905,11438,4753,4288,9041,780,1617,2397,8239,13348,21587,6358,9508,15866,1881,3840,5721
010,PIEMONTE,004,CUNEO,Sinio,004220,,761,1788,2549,,,,,,,1200,6696,7896,,,,,,
010,PIEMONTE,004,CUNEO,Sommariva Perno,004223,,1626,224,1850,,,,,,,3880,548,4428,,,,,,
010,PIEMONTE,004,CUNEO,Stroppo,004224,,159,933,1092,,,,,,,604,3510,4114,,,,,,
010,PIEMONTE,004,CUNEO,Treiso,004230,,1074,2128,3202,,,,,,,1798,5733,7531,,,,,,
010,PIEMONTE,004,CUNEO,Trezzo Tinella,004231,,240,480,720,,,,,,,364,1259,1623,,,,,,
010,PIEMONTE,004,CUNEO,Valdieri,004233,,4916,2437,7353,1491,936,2427,3425,1501,4926,12981,4392,17373,4530,2255,6785,8451,2137,10588
010,PIEMONTE,004,CUNEO,Verduno,004238,,774,2427,3201,,,,,,,1541,5980,7521,,,,,,
010,PIEMONTE,004,CUNEO,Vernante,004239,,1703,472,2175,1591,375,1966,112,97,209,5829,889,6718,5254,790,6044,575,99,674
010,PIEMONTE,004,CUNEO,Verzuolo,004240,,630,179,809,,,,,,,4064,1873,5937,,,,,,
010,PIEMONTE,004,CUNEO,Vicoforte,004242,,4984,787,5771,2262,275,2537,2722,512,3234,12459,2345,14804,5876,1130,7006,6583,1215,7798
