regioni,cod. reg.,province,cod. prov.,comuni,codice comune,cod istat,5 stelle numero,5 stelle letti,5 stelle camere,5 stelle bagni,4 stelle numero,4 stelle letti,4 stelle camere,4 stelle bagni,3 stelle numero,3 stelle letti,3 stelle camere,3 stelle bagni,2 stelle numero,2 stelle letti,2 stelle camere,2 stelle bagni,1 stelle numero,1 stelle letti,1 stelle camere,1 stelle bagni,residenze turistico alberghiere numero,residenze turistico alberghiere letti,residenze turistico alberghiere camere,residenze turistico alberghiere bagni,totale alberghi numero,totale alberghi letti,totale alberghi camere,totale alberghi bagni,campeggi e villaggi turistici numero,campeggi e villaggi turistici letti,alloggi in affitto numero,alloggi in affitto letti,agriturismi numero,agriturismi letti,ostelli per la gioventù numero,ostelli per la gioventù letti,case per ferie numero,case per ferie letti,rifugi alpini numero,rifugi alpini letti,altri esercizi ricettivi numero,altri esercizi ricettivi letti,bed & breakfast numero,bed & breakfast letti,totale esercizi extra-alberghieri numero,totale esercizi extra-alberghieri letti,totale esercizi ricettivi numero,totale esercizi ricettivi letti
TRENTO,042,TRENTO,022,Massimeno,112,022112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRENTO,042,TRENTO,022,Mazzin,113,022113,0,0,0,0,1,89,42,42,3,428,157,159,3,103,60,62,3,52,26,25,0,0,0,0,10,672,285,288,0,0,8,76,0,0,0,0,2,182,2,44,0,0,0,0,12,302,22,974
TRENTO,042,TRENTO,022,Mezzana,114,022114,0,0,0,0,5,788,375,372,7,1121,514,517,1,25,15,14,0,0,0,0,2,90,50,39,15,2024,954,942,0,0,17,2751,0,0,0,0,0,0,0,0,0,0,2,14,19,2765,34,4789
TRENTO,042,TRENTO,022,Mezzano,115,022115,0,0,0,0,1,27,13,13,1,64,35,35,2,70,36,37,0,0,0,0,0,0,0,0,4,161,84,85,0,0,2,30,0,0,0,0,1,99,1,18,0,0,1,5,5,152,9,313
TRENTO,042,TRENTO,022,Mezzocorona,116,022116,0,0,0,0,0,0,0,0,2,103,54,55,1,45,23,24,1,25,14,15,0,0,0,0,4,173,91,94,0,0,0,0,3,72,0,0,0,0,0,0,0,0,6,37,9,109,13,282
TRENTO,042,TRENTO,022,Mezzolombardo,117,022117,0,0,0,0,0,0,0,0,0,0,0,0,1,25,17,17,1,25,16,14,0,0,0,0,2,50,33,31,0,0,1,3,2,25,0,0,0,0,0,0,0,0,4,26,7,54,9,104
TRENTO,042,TRENTO,022,Moena,118,022118,0,0,0,0,8,617,327,335,37,2298,1185,1183,6,250,133,130,3,85,46,48,1,96,72,48,55,3346,1763,1744,0,0,5,191,1,16,0,0,1,43,0,0,0,0,2,13,9,263,64,3609
TRENTO,042,TRENTO,022,Molveno,120,022120,0,0,0,0,2,206,96,95,28,1900,978,981,4,155,87,85,2,44,21,19,4,155,91,58,40,2460,1273,1238,1,726,7,194,1,11,0,0,0,0,3,66,0,0,3,23,15,1020,55,3480
TRENTO,042,TRENTO,022,Mori,123,022123,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10,11,0,0,0,0,0,0,0,0,1,19,10,11,0,0,4,116,7,78,0,0,0,0,0,0,0,0,5,29,16,223,17,242
TRENTO,042,TRENTO,022,Nago-Torbole,124,022124,0,0,0,0,7,839,445,456,30,1718,893,909,10,364,194,201,2,82,46,47,2,143,60,54,51,3146,1638,1667,3,983,23,800,3,44,0,0,0,0,0,0,0,0,7,59,36,1886,87,5032
TRENTO,042,TRENTO,022,Nave San Rocco,126,022126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,2,13,2,13
TRENTO,042,TRENTO,022,Nogaredo,127,022127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,1,6,3,46,3,46
TRENTO,042,TRENTO,022,Nomi,128,022128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRENTO,042,TRENTO,022,Novaledo,129,022129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,8,1,8
TRENTO,042,TRENTO,022,Ospedaletto,130,022130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4
TRENTO,042,TRENTO,022,Ossana,131,022131,0,0,0,0,0,0,0,0,5,251,126,122,0,0,0,0,0,0,0,0,0,0,0,0,5,251,126,122,1,733,1,22,0,0,0,0,1,54,0,0,0,0,3,17,6,826,11,1077
TRENTO,042,TRENTO,022,Palu del Fersina,133,022133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,14,15,0,0,0,0,1,24,14,15,6,253,0,0,1,10,0,0,0,0,1,30,0,0,0,0,8,293,9,317
TRENTO,042,TRENTO,022,Panchia,134,022134,0,0,0,0,1,15,7,7,5,312,159,152,0,0,0,0,0,0,0,0,0,0,0,0,6,327,166,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,11,8,338
TRENTO,042,TRENTO,022,Ronzo-Chienis,135,022135,0,0,0,0,0,0,0,0,0,0,0,0,3,92,51,54,0,0,0,0,0,0,0,0,3,92,51,54,0,0,0,0,4,37,0,0,0,0,0,0,0,0,1,4,5,41,8,133
TRENTO,042,TRENTO,022,Peio,136,022136,0,0,0,0,1,82,43,44,18,1111,560,549,3,121,58,56,1,40,20,20,2,194,102,82,25,1548,783,751,1,604,6,153,1,7,0,0,0,0,2,146,0,0,3,21,13,931,38,2479
TRENTO,042,TRENTO,022,Pellizzano,137,022137,0,0,0,0,0,0,0,0,3,155,78,85,0,0,0,0,0,0,0,0,0,0,0,0,3,155,78,85,0,0,3,89,2,53,0,0,0,0,1,19,0,0,2,20,8,181,11,336
TRENTO,042,TRENTO,022,Pelugo,138,022138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,1,81,0,0,0,0,2,138,2,138
TRENTO,042,TRENTO,022,Pergine Valsugana,139,022139,0,0,0,0,0,0,0,0,4,256,148,151,6,169,98,101,3,82,45,37,1,73,37,37,14,580,328,326,2,1016,1,10,4,63,0,0,2,191,0,0,0,0,10,51,19,1331,33,1911
TRENTO,042,TRENTO,022,Pieve Tesino,142,022142,0,0,0,0,0,0,0,0,0,0,0,0,1,16,10,11,0,0,0,0,0,0,0,0,1,16,10,11,13,1337,1,16,0,0,1,24,0,0,1,12,0,0,0,0,16,1389,17,1405
TRENTO,042,TRENTO,022,Pinzolo,143,022143,3,219,112,114,34,2986,1477,1474,43,1964,1034,1037,1,15,8,9,4,67,41,35,10,1008,541,357,95,6259,3213,3026,12,1251,18,507,2,18,0,0,1,24,2,40,0,0,4,33,39,1873,134,8132
TRENTO,042,TRENTO,022,Pomarolo,144,022144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,54
TRENTO,042,TRENTO,022,Pozza di Fassa,145,022145,0,0,0,0,4,323,157,159,27,1639,841,854,7,279,155,151,5,156,71,73,1,91,52,45,44,2488,1276,1282,3,1769,20,499,3,61,0,0,3,148,12,458,0,0,0,0,41,2935,85,5423
TRENTO,042,TRENTO,022,Predazzo,147,022147,0,0,0,0,2,176,80,81,14,980,495,513,5,256,135,139,0,0,0,0,2,304,135,112,23,1716,845,845,2,1195,7,133,2,42,0,0,0,0,2,18,0,0,4,29,17,1417,40,3133
TRENTO,042,TRENTO,022,Rabbi,150,022150,0,0,0,0,0,0,0,0,2,151,86,89,1,25,15,15,1,28,13,12,0,0,0,0,4,204,114,116,5,238,6,100,4,56,0,0,3,124,2,120,3,48,4,31,27,717,31,921
TRENTO,042,TRENTO,022,Revo,152,022152,0,0,0,0,0,0,0,0,0,0,0,0,1,46,22,22,0,0,0,0,0,0,0,0,1,46,22,22,0,0,1,8,1,20,0,0,0,0,0,0,0,0,1,7,3,35,4,81
TRENTO,042,TRENTO,022,Riva del Garda,153,022153,1,81,42,42,18,2323,1187,1201,28,2097,1085,1094,8,234,119,120,10,233,128,121,8,1286,613,553,73,6254,3174,3131,4,948,58,2198,8,141,1,120,0,0,1,30,0,0,18,101,90,3538,163,9792
TRENTO,042,TRENTO,022,Romallo,154,022154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,14,14,0,0,0,0,1,24,14,14,0,0,1,6,1,10,0,0,0,0,0,0,0,0,0,0,2,16,3,40
TRENTO,042,TRENTO,022,Romeno,155,022155,0,0,0,0,0,0,0,0,2,73,38,36,2,79,38,38,0,0,0,0,0,0,0,0,4,152,76,74,0,0,0,0,4,60,0,0,1,70,0,0,0,0,0,0,5,130,9,282
TRENTO,042,TRENTO,022,Roncegno Terme,156,022156,0,0,0,0,1,141,87,84,4,194,74,72,2,64,33,33,0,0,0,0,0,0,0,0,7,399,194,189,2,99,1,31,3,68,0,0,0,0,2,28,0,0,2,11,10,237,17,636
TRENTO,042,TRENTO,022,Ronchi Valsugana,157,022157,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7,7,0,0,0,0,0,0,0,0,1,20,7,7,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,2,17,3,37
TRENTO,042,TRENTO,022,Ronzone,159,022159,1,20,10,10,0,0,0,0,2,148,76,76,0,0,0,0,0,0,0,0,0,0,0,0,3,168,86,86,0,0,1,25,1,16,0,0,0,0,0,0,0,0,1,10,3,51,6,219
TRENTO,042,TRENTO,022,Rovere della Luna,160,022160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,6,0,0,0,0,0,0,0,0,1,12,3,26,3,26
TRENTO,042,TRENTO,022,Rovereto,161,022161,0,0,0,0,2,298,157,158,3,188,102,105,1,82,43,44,2,37,25,21,0,0,0,0,8,605,327,328,0,0,4,224,2,43,1,99,4,263,1,33,0,0,23,146,35,808,43,1413
TRENTO,042,TRENTO,022,Ruffre-Mendola,162,022162,0,0,0,0,0,0,0,0,1,25,15,13,1,25,13,13,1,43,23,23,0,0,0,0,3,93,51,49,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,2,23,5,116
TRENTO,042,TRENTO,022,Rumo,163,022163,0,0,0,0,0,0,0,0,2,107,45,46,0,0,0,0,0,0,0,0,0,0,0,0,2,107,45,46,2,161,2,26,2,14,0,0,0,0,1,16,0,0,0,0,7,217,9,324
TRENTO,042,TRENTO,022,Sagron Mis,164,022164,0,0,0,0,0,0,0,0,1,43,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,43,18,18,3,145,1,8,0,0,0,0,0,0,0,0,0,0,2,5,6,158,7,201
TRENTO,042,TRENTO,022,Samone,165,022165,0,0,0,0,0,0,0,0,0,0,0,0,1,25,15,15,0,0,0,0,0,0,0,0,1,25,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
TRENTO,042,TRENTO,022,San Michele all'Adige,167,022167,0,0,0,0,0,0,0,0,1,46,23,23,0,0,0,0,1,25,12,13,0,0,0,0,2,71,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,3,77
TRENTO,042,TRENTO,022,Sant'Orsola Terme,168,022168,0,0,0,0,0,0,0,0,1,68,38,39,1,25,13,14,0,0,0,0,0,0,0,0,2,93,51,53,1,37,0,0,3,32,0,0,0,0,0,0,0,0,3,17,7,86,9,179
TRENTO,042,TRENTO,022,Sanzeno,169,022169,0,0,0,0,1,39,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,19,19,0,0,0,0,2,24,0,0,1,43,0,0,0,0,0,0,3,67,4,106
TRENTO,042,TRENTO,022,Sarnonico,170,022170,0,0,0,0,0,0,0,0,4,310,149,144,1,24,14,13,0,0,0,0,0,0,0,0,5,334,163,157,1,456,1,27,0,0,0,0,0,0,0,0,0,0,0,0,2,483,7,817
TRENTO,042,TRENTO,022,Scurelle,171,022171,0,0,0,0,0,0,0,0,0,0,0,0,1,20,9,9,0,0,0,0,0,0,0,0,1,20,9,9,1,43,4,49,0,0,0,0,1,25,3,71,0,0,0,0,9,188,10,208
TRENTO,042,TRENTO,022,Segonzano,172,022172,0,0,0,0,0,0,0,0,1,75,37,38,0,0,0,0,0,0,0,0,0,0,0,0,1,75,37,38,0,0,1,80,1,4,0,0,1,55,0,0,0,0,2,7,5,146,6,221
TRENTO,042,TRENTO,022,Sfruz,173,022173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,1,50,0,0,0,0,0,0,3,86,3,86
TRENTO,042,TRENTO,022,Soraga,176,022176,0,0,0,0,1,77,39,39,13,711,353,357,3,75,38,39,1,20,10,10,0,0,0,0,18,883,440,445,0,0,5,79,2,12,0,0,1,80,1,19,0,0,1,5,10,195,28,1078
TRENTO,042,TRENTO,022,Sover,177,022177,0,0,0,0,0,0,0,0,1,48,29,29,0,0,0,0,1,11,5,2,0,0,0,0,2,59,34,31,1,26,1,8,0,0,0,0,0,0,0,0,0,0,2,8,4,42,6,101
TRENTO,042,TRENTO,022,Spiazzo,179,022179,0,0,0,0,0,0,0,0,3,110,59,58,1,25,15,15,0,0,0,0,0,0,0,0,4,135,74,73,0,0,0,0,2,31,0,0,0,0,3,233,0,0,2,14,7,278,11,413
TRENTO,042,TRENTO,022,Spormaggiore,180,022180,0,0,0,0,0,0,0,0,0,0,0,0,2,44,25,27,1,14,10,10,0,0,0,0,3,58,35,37,0,0,0,0,1,12,0,0,0,0,0,0,0,0,4,23,5,35,8,93
TRENTO,042,TRENTO,022,Sporminore,181,022181,0,0,0,0,0,0,0,0,0,0,0,0,1,25,13,12,1,14,8,9,0,0,0,0,2,39,21,21,0,0,0,0,1,14,0,0,0,0,0,0,0,0,2,14,3,28,5,67
TRENTO,042,TRENTO,022,Stenico,182,022182,0,0,0,0,2,275,147,151,2,146,78,77,0,0,0,0,0,0,0,0,0,0,0,0,4,421,225,228,7,416,1,7,0,0,0,0,1,25,1,40,0,0,1,6,11,494,15,915
TRENTO,042,TRENTO,022,Storo,183,022183,0,0,0,0,0,0,0,0,1,80,42,42,1,21,14,14,0,0,0,0,0,0,0,0,2,101,56,56,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,2,17,4,118
TRENTO,042,TRENTO,022,Strembo,184,022184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,11,2,1,25,13,13,2,48,24,15,0,0,1,52,0,0,0,0,0,0,0,0,0,0,1,7,2,59,4,107
TRENTO,042,TRENTO,022,Telve,188,022188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,14,15,0,0,0,0,1,25,14,15,5,198,0,0,1,7,0,0,1,60,0,0,1,12,1,6,9,283,10,308
TRENTO,042,TRENTO,022,Telve di Sopra,189,022189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,12
TRENTO,042,TRENTO,022,Tenna,190,022190,0,0,0,0,0,0,0,0,1,91,47,40,0,0,0,0,1,25,13,13,1,37,22,19,3,153,82,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,153
TRENTO,042,TRENTO,022,Tenno,191,022191,0,0,0,0,0,0,0,0,3,133,64,64,1,20,10,11,1,19,10,10,2,118,62,58,7,290,146,143,1,221,5,103,3,57,0,0,0,0,0,0,0,0,4,23,13,404,20,694
TRENTO,042,TRENTO,022,Terragnolo,193,022193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,5,2,17,2,17
TRENTO,042,TRENTO,022,Terzolas,195,022195,0,0,0,0,0,0,0,0,1,93,44,46,0,0,0,0,0,0,0,0,0,0,0,0,1,93,44,46,0,0,1,12,1,30,0,0,1,72,0,0,0,0,0,0,3,114,4,207
TRENTO,042,TRENTO,022,Tesero,196,022196,0,0,0,0,4,492,235,239,5,467,229,230,2,80,43,44,1,24,13,11,1,34,22,15,13,1097,542,539,0,0,4,330,4,56,0,0,1,67,0,0,0,0,5,35,14,488,27,1585
TRENTO,042,TRENTO,022,Tione di Trento,199,022199,0,0,0,0,0,0,0,0,1,18,9,10,0,0,0,0,1,15,9,9,0,0,0,0,2,33,18,19,1,70,0,0,0,0,0,0,2,74,0,0,0,0,2,10,5,154,7,187
TRENTO,042,TRENTO,022,Ton,200,022200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,2,11,6,58,6,58
TRENTO,042,TRENTO,022,Torcegno,202,022202,0,0,0,0,0,0,0,0,0,0,0,0,1,46,23,25,0,0,0,0,0,0,0,0,1,46,23,25,1,250,0,0,3,43,0,0,0,0,0,0,0,0,0,0,4,293,5,339
TRENTO,042,TRENTO,022,Trambileno,203,022203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,1,85,1,85
TRENTO,042,TRENTO,022,Trento,205,022205,0,0,0,0,10,1272,651,653,18,1479,784,778,3,170,91,83,2,37,21,6,3,78,37,28,36,3036,1584,1548,0,0,21,605,14,271,1,100,9,984,1,14,0,0,93,585,139,2559,175,5595
TRENTO,042,TRENTO,022,Valfloriana,209,022209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,2,28,2,28
TRENTO,042,TRENTO,022,Vallarsa,210,022210,0,0,0,0,0,0,0,0,0,0,0,0,6,164,89,91,0,0,0,0,0,0,0,0,6,164,89,91,0,0,0,0,0,0,0,0,1,74,0,0,0,0,5,27,6,101,12,265
TRENTO,042,TRENTO,022,Varena,211,022211,0,0,0,0,0,0,0,0,3,183,88,91,0,0,0,0,2,63,29,27,1,30,20,12,6,276,137,130,0,0,3,39,0,0,0,0,1,24,0,0,0,0,1,8,5,71,11,347
TRENTO,042,TRENTO,022,Vermiglio,213,022213,0,0,0,0,3,491,256,259,22,1425,686,698,0,0,0,0,1,18,10,4,2,113,59,48,28,2047,1011,1009,12,473,4,216,1,13,0,0,0,0,2,90,0,0,2,18,21,810,49,2857
TRENTO,042,TRENTO,022,Vignola-Falesina,216,022216,0,0,0,0,0,0,0,0,2,94,48,45,0,0,0,0,1,15,9,9,0,0,0,0,3,109,57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,8,4,117
TRENTO,042,TRENTO,022,Vigo di Fassa,217,022217,0,0,0,0,6,429,214,211,22,1372,674,670,2,76,41,42,5,116,68,66,0,0,0,0,35,1993,997,989,0,0,19,404,4,69,0,0,1,22,3,93,0,0,3,18,30,606,65,2599
TRENTO,042,TRENTO,022,Villa Lagarina,222,022222,0,0,0,0,0,0,0,0,0,0,0,0,1,23,12,12,0,0,0,0,0,0,0,0,1,23,12,12,0,0,2,24,2,37,0,0,1,142,0,0,0,0,4,21,9,224,10,247
TRENTO,042,TRENTO,022,Volano,224,022224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,4,28,4,28
TRENTO,042,TRENTO,022,Zambana,225,022225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4
TRENTO,042,TRENTO,022,Ziano di Fiemme,226,022226,0,0,0,0,0,0,0,0,8,568,295,290,0,0,0,0,0,0,0,0,0,0,0,0,8,568,295,290,1,16,1,4,1,12,0,0,0,0,0,0,0,0,3,20,6,52,14,620
TRENTO,042,TRENTO,022,Comano Terme,228,022228,0,0,0,0,1,163,87,83,5,452,244,239,3,120,67,69,2,45,25,27,1,52,33,33,12,832,456,451,3,196,7,170,9,102,0,0,0,0,1,10,0,0,3,20,23,498,35,1330
TRENTO,042,TRENTO,022,Ledro,229,022229,0,0,0,0,2,138,70,71,14,494,275,276,4,122,60,63,6,124,69,67,2,71,45,34,28,949,519,511,4,1888,23,1480,1,13,0,0,3,129,2,65,0,0,6,39,39,3614,67,4563
TRENTO,042,TRENTO,022,Predaia,230,022230,0,0,0,0,0,0,0,0,4,199,103,102,2,76,38,37,0,0,0,0,1,113,54,47,7,388,195,186,3,185,2,76,20,297,0,0,3,190,2,86,0,0,1,8,31,842,38,1230
TRENTO,042,TRENTO,022,San Lorenzo Dorsino,231,022231,0,0,0,0,0,0,0,0,7,407,208,209,1,62,32,31,0,0,0,0,0,0,0,0,8,469,240,240,3,120,4,71,1,6,0,0,2,34,4,280,0,0,1,6,15,517,23,986
TRENTO,042,TRENTO,022,Valdaone,232,022232,0,0,0,0,0,0,0,0,0,0,0,0,1,21,13,11,3,60,33,32,0,0,0,0,4,81,46,43,22,861,2,12,1,6,0,0,1,48,1,60,0,0,1,6,28,993,32,1074
TRENTO,042,TRENTO,022,Dimaro Folgarida,233,022233,0,0,0,0,5,613,320,324,33,2508,1273,1273,2,209,97,97,0,0,0,0,1,342,163,85,41,3672,1853,1779,1,707,9,165,2,15,0,0,1,41,1,56,0,0,5,47,19,1031,60,4703
TRENTO,042,TRENTO,022,Pieve di Bono-Prezzo,234,022234,0,0,0,0,0,0,0,0,0,0,0,0,2,42,23,23,2,41,21,13,0,0,0,0,4,83,44,36,2,93,0,0,1,9,0,0,0,0,1,25,0,0,0,0,4,127,8,210
TRENTO,042,TRENTO,022,Altavalle,235,022235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,22,1,42,0,0,1,14,0,0,1,4,6,94,6,94
TRENTO,042,TRENTO,022,Altopiano della Vigolana,236,022236,0,0,0,0,0,0,0,0,4,246,107,109,4,106,66,73,2,46,24,24,0,0,0,0,10,398,197,206,1,8,0,0,4,51,0,0,1,60,1,38,0,0,1,8,8,165,18,563
TRENTO,042,TRENTO,022,Amblar-Don,237,022237,0,0,0,0,0,0,0,0,1,61,29,26,0,0,0,0,1,25,14,13,0,0,0,0,2,86,43,39,0,0,1,22,0,0,0,0,0,0,1,8,0,0,1,12,3,42,5,128
TRENTO,042,TRENTO,022,Borgo Chiese,238,022238,0,0,0,0,0,0,0,0,2,68,37,37,2,58,36,37,0,0,0,0,0,0,0,0,4,126,73,74,0,0,1,10,1,8,0,0,3,64,0,0,0,0,1,8,6,90,10,216
TRENTO,042,TRENTO,022,Borgo Lares,239,022239,0,0,0,0,0,0,0,0,0,0,0,0,1,25,15,15,0,0,0,0,0,0,0,0,1,25,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
TRENTO,042,TRENTO,022,Castel Ivano,240,022240,0,0,0,0,0,0,0,0,1,64,32,37,0,0,0,0,1,25,13,8,0,0,0,0,2,89,45,45,0,0,1,12,3,26,0,0,1,34,1,21,0,0,2,13,8,106,10,195
TRENTO,042,TRENTO,022,Cembra Lisignago,241,022241,0,0,0,0,0,0,0,0,2,110,54,55,0,0,0,0,1,9,7,2,0,0,0,0,3,119,61,57,0,0,0,0,4,48,0,0,0,0,0,0,0,0,1,6,5,54,8,173
TRENTO,042,TRENTO,022,Conta,242,022242,0,0,0,0,0,0,0,0,0,0,0,0,1,20,11,10,0,0,0,0,0,0,0,0,1,20,11,10,0,0,3,69,1,20,0,0,0,0,0,0,0,0,0,0,4,89,5,109
TRENTO,042,TRENTO,022,Madruzzo,243,022243,0,0,0,0,0,0,0,0,1,50,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,50,23,23,0,0,0,0,2,26,0,0,0,0,0,0,0,0,1,6,3,32,4,82
TRENTO,042,TRENTO,022,Porte di Rendena,244,022244,0,0,0,0,0,0,0,0,1,59,27,27,0,0,0,0,2,41,23,11,0,0,0,0,3,100,50,38,1,408,0,0,1,21,0,0,0,0,0,0,0,0,1,6,3,435,6,535
TRENTO,042,TRENTO,022,Primiero San Martino di Castrozza,245,022245,0,0,0,0,13,974,512,520,48,3286,1680,1668,6,213,106,105,1,22,12,2,8,593,328,234,76,5088,2638,2529,4,935,7,451,9,114,1,21,3,201,8,397,0,0,7,44,39,2163,115,7251
TRENTO,042,TRENTO,022,Sella Giudicarie,246,022246,0,0,0,0,0,0,0,0,5,348,182,185,5,172,97,97,3,55,33,30,0,0,0,0,13,575,312,312,2,76,1,22,1,12,0,0,0,0,1,56,0,0,0,0,5,166,18,741
TRENTO,042,TRENTO,022,Tre Ville,247,022247,1,202,106,107,4,256,138,138,4,155,81,82,2,40,22,24,2,41,21,15,2,135,60,35,15,829,428,401,0,0,1,16,0,0,0,0,2,48,5,398,0,0,4,29,12,491,27,1320
TRENTO,042,TRENTO,022,Vallelaghi,248,022248,0,0,0,0,0,0,0,0,3,125,64,54,2,63,37,38,1,24,13,14,0,0,0,0,6,212,114,106,2,565,0,0,3,27,0,0,0,0,0,0,0,0,4,20,9,612,15,824
TRENTO,042,TRENTO,022,Ville d'Anaunia,249,022249,0,0,0,0,0,0,0,0,2,49,27,27,1,23,11,11,1,22,13,2,0,0,0,0,4,94,51,40,0,0,0,0,10,125,0,0,0,0,0,0,0,0,2,11,12,136,16,230
TRENTO,042,TRENTO,022,TOTALE,999,,6,522,270,273,195,18996,9602,9617,839,54577,27633,27618,223,7588,4055,4106,137,3197,1741,1530,87,7059,3581,2782,1487,91939,46882,45926,209,40566,543,18268,335,4858,8,476,100,6361,119,4357,6,88,460,2907,1780,77881,3267,169820
VENETO,050,VERONA,023,Affi,001,023001,0,0,0,0,1,210,105,106,2,154,90,93,0,0,0,0,0,0,0,0,0,0,0,0,3,364,195,199,0,0,13,72,3,55,0,0,1,58,0,0,0,0,7,44,24,229,27,593
VENETO,050,VERONA,023,Albaredo d'Adige,002,023002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,10
VENETO,050,VERONA,023,Angiari,003,023003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENETO,050,VERONA,023,Arcole,004,023004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,19,10,25,10,25
VENETO,050,VERONA,023,Badia Calavena,005,023005,0,0,0,0,0,0,0,0,0,0,0,0,1,17,9,9,0,0,0,0,0,0,0,0,1,17,9,9,0,0,1,3,1,25,1,22,0,0,0,0,0,0,0,0,3,50,4,67
