cod. reg.,regione,cod. prov.,provincia,comune,cod. istat,flag,arrivi totale esercizi residenti,arrivi totale esercizi non residenti,arrivi totale esercizi totale,arrivi esercizi alberghieri residenti,arrivi esercizi alberghieri non residenti,arrivi esercizi alberghieri totale,arrivi esercizi extra-alberghieri residenti,arrivi esercizi extra-alberghieri non residenti,arrivi esercizi extra-alberghieri totale,presenze totale esercizi residenti,presenze totale esercizi non residenti,presenze totale esercizi totale,presenze esercizi alberghieri residenti,presenze esercizi alberghieri non residenti,presenze esercizi alberghieri totale,presenze esercizi extra-alberghieri residenti,presenze esercizi extra-alberghieri non residenti,presenze esercizi extra-alberghieri totale
010,PIEMONTE,001,TORINO,Casalborgone,001060,,124,434,558,,,,,,,318,1559,1877,,,,,,
010,PIEMONTE,001,TORINO,Caselle Torinese,001063,,8710,5865,14575,,,,,,,19593,8042,27635,,,,,,
010,PIEMONTE,001,TORINO,Castellamonte,001066,,1790,242,2032,,,,,,,4852,834,5686,,,,,,
010,PIEMONTE,001,TORINO,Cavour,001070,,726,99,825,,,,,,,1036,147,1183,,,,,,
010,PIEMONTE,001,TORINO,Ceresole Reale,001073,,5436,1557,6993,1971,382,2353,3465,1175,4640,15378,3770,19148,8020,805,8825,7358,2965,10323
010,PIEMONTE,001,TORINO,Cesana Torinese,001074,,11247,4608,15855,9395,4316,13711,1852,292,2144,43658,20861,64519,38633,20354,58987,5025,507,5532
010,PIEMONTE,001,TORINO,Chiaverano,001077,,269,412,681,,,,,,,459,732,1191,,,,,,
010,PIEMONTE,001,TORINO,Chieri,001078,,2514,659,3173,,,,,,,4499,1585,6084,,,,,,
010,PIEMONTE,001,TORINO,Chiomonte,001080,,446,218,664,,,,,,,917,274,1191,,,,,,
010,PIEMONTE,001,TORINO,Chivasso,001082,,9004,1946,10950,,,,,,,24709,5589,30298,,,,,,
010,PIEMONTE,001,TORINO,Ciriè,001086,,6459,2292,8751,,,,,,,17421,4442,21863,,,,,,
010,PIEMONTE,001,TORINO,Claviere,001087,,4646,3641,8287,,,,,,,14726,14679,29405,,,,,,
010,PIEMONTE,001,TORINO,Coazze,001089,,616,39,655,,,,,,,1420,71,1491,,,,,,
010,PIEMONTE,001,TORINO,Collegno,001090,,54992,6744,61736,,,,,,,69785,12634,82419,,,,,,
010,PIEMONTE,001,TORINO,Cumiana,001097,,16254,1552,17806,,,,,,,18158,4989,23147,,,,,,
010,PIEMONTE,001,TORINO,Druento,001099,,1522,240,1762,,,,,,,3845,502,4347,,,,,,
010,PIEMONTE,001,TORINO,Exilles,001100,,865,292,1157,,,,,,,1692,339,2031,,,,,,
010,PIEMONTE,001,TORINO,Fenestrelle,001103,,4700,894,5594,,,,,,,12654,1455,14109,,,,,,
010,PIEMONTE,001,TORINO,Giaveno,001115,,921,221,1142,,,,,,,7876,485,8361,,,,,,
010,PIEMONTE,001,TORINO,Groscavallo,001118,,812,186,998,,,,,,,3157,471,3628,,,,,,
010,PIEMONTE,001,TORINO,Grugliasco,001120,,67975,3117,71092,,,,,,,190586,50039,240625,,,,,,
010,PIEMONTE,001,TORINO,Ivrea,001125,,10977,8261,19238,7377,5554,12931,3600,2707,6307,19338,15133,34471,12500,9216,21716,6838,5917,12755
010,PIEMONTE,001,TORINO,Lanzo Torinese,001128,,911,429,1340,,,,,,,2653,1046,3699,,,,,,
010,PIEMONTE,001,TORINO,Leini,001130,,4993,4206,9199,,,,,,,9564,7114,16678,,,,,,
010,PIEMONTE,001,TORINO,Luserna San Giovanni,001139,,544,238,782,0,0,0,544,238,782,1190,1203,2393,0,0,0,1190,1203,2393
010,PIEMONTE,001,TORINO,Mattie,001147,,1225,594,1819,,,,,,,1980,757,2737,,,,,,
010,PIEMONTE,001,TORINO,Moncalieri,001156,,42488,13329,55817,36836,7913,44749,5652,5416,11068,99417,26281,125698,84950,15315,100265,14467,10966,25433
010,PIEMONTE,001,TORINO,Nichelino,001164,,10500,1870,12370,,,,,,,21764,5429,27193,,,,,,
010,PIEMONTE,001,TORINO,,001168,,1996,316,2312,1996,316,2312,0,0,0,6441,828,7269,6441,828,7269,0,0,0
010,PIEMONTE,001,TORINO,Orbassano,001171,,8948,1988,10936,,,,,,,21938,4914,26852,,,,,,
010,PIEMONTE,001,TORINO,Oulx,001175,,47374,8087,55461,1695,855,2550,45679,7232,52911,91643,9945,101588,4649,1799,6448,86994,8146,95140
010,PIEMONTE,001,TORINO,Parella,001179,,75,28,103,,,,,,,1804,812,2616,,,,,,
010,PIEMONTE,001,TORINO,Pecetto Torinese,001183,,2662,1585,4247,,,,,,,4445,3539,7984,,,,,,
010,PIEMONTE,001,TORINO,Perosa Argentina,001184,,894,275,1169,,,,,,,1745,443,2188,,,,,,
010,PIEMONTE,001,TORINO,Pianezza,001189,,3333,2100,5433,,,,,,,4091,2499,6590,,,,,,
010,PIEMONTE,001,TORINO,Pinerolo,001191,,16141,5146,21287,,,,,,,38800,13659,52459,,,,,,
010,PIEMONTE,001,TORINO,Pino Torinese,001192,,7863,2636,10499,,,,,,,17825,4617,22442,,,,,,
010,PIEMONTE,001,TORINO,Piobesi Torinese,001193,,74,12,86,,,,,,,1135,322,1457,,,,,,
010,PIEMONTE,001,TORINO,Piossasco,001194,,810,378,1188,,,,,,,2910,1396,4306,,,,,,
010,PIEMONTE,001,TORINO,Poirino,001197,,4643,1541,6184,,,,,,,8469,4252,12721,,,,,,
010,PIEMONTE,001,TORINO,Pragelato,001201,,9643,2847,12490,2506,2229,4735,7137,618,7755,39194,16897,56091,7295,14008,21303,31899,2889,34788
010,PIEMONTE,001,TORINO,Prali,001202,,3081,224,3305,,,,,,,13062,1884,14946,,,,,,
010,PIEMONTE,001,TORINO,Quincinetto,001210,,161,174,335,,,,,,,833,273,1106,,,,,,
010,PIEMONTE,001,TORINO,Riva presso Chieri,001215,,1400,181,1581,,,,,,,3163,352,3515,,,,,,
010,PIEMONTE,001,TORINO,Rivoli,001219,,36512,14610,51122,36292,14501,50793,220,109,329,69376,31189,100565,68377,30708,99085,999,481,1480
010,PIEMONTE,001,TORINO,Ronco Canavese,001224,,364,247,611,,,,,,,784,410,1194,,,,,,
010,PIEMONTE,001,TORINO,Rosta,001228,,4760,2949,7709,,,,,,,14984,5598,20582,,,,,,
010,PIEMONTE,001,TORINO,Salbertrand,001232,,1465,1967,3432,,,,,,,4616,5639,10255,,,,,,
010,PIEMONTE,001,TORINO,San Didero,001239,,488,412,900,,,,,,,804,545,1349,,,,,,
010,PIEMONTE,001,TORINO,San Francesco al Campo,001240,,5142,3375,8517,,,,,,,8990,6039,15029,,,,,,
010,PIEMONTE,001,TORINO,San Maurizio Canavese,001248,,3491,2581,6072,,,,,,,11810,3665,15475,,,,,,
010,PIEMONTE,001,TORINO,San Mauro Torinese,001249,,16533,3268,19801,,,,,,,31491,6036,37527,,,,,,
010,PIEMONTE,001,TORINO,San Sebastiano da Po,001253,,67,197,264,,,,,,,278,1211,1489,,,,,,
010,PIEMONTE,001,TORINO,San Secondo di Pinerolo,001254,,9419,3228,12647,,,,,,,15705,8170,23875,,,,,,
010,PIEMONTE,001,TORINO,Sauze di Cesana,001258,,1958,316,2274,,,,,,,6255,1397,7652,,,,,,
010,PIEMONTE,001,TORINO,Sauze d'Oulx,001259,,17147,20651,37798,15256,19791,35047,1891,860,2751,48305,104538,152843,39679,100233,139912,8626,4305,12931
010,PIEMONTE,001,TORINO,Sestriere,001263,,41404,21384,62788,,,,,,,142631,114262,256893,,,,,,
010,PIEMONTE,001,TORINO,Settimo Torinese,001265,,22715,7299,30014,,,,,,,43727,14482,58209,,,,,,
010,PIEMONTE,001,TORINO,Settimo Vittone,001266,,1078,1567,2645,,,,,,,2152,2568,4720,,,,,,
010,PIEMONTE,001,TORINO,Susa,001270,,4870,6323,11193,2915,5859,8774,1955,464,2419,11624,8197,19821,6857,7546,14403,4767,651,5418
010,PIEMONTE,001,TORINO,Torino,001272,,855963,508427,1364390,726782,433552,1160334,129181,74875,204056,2246683,1233920,3480603,1426802,965383,2392185,819881,268537,1088418
010,PIEMONTE,001,TORINO,Torre Pellice,001275,,1847,1459,3306,,,,,,,5312,5015,10327,,,,,,
010,PIEMONTE,001,TORINO,Traversella,001278,,664,211,875,,,,,,,922,299,1221,,,,,,
010,PIEMONTE,001,TORINO,Trofarello,001280,(a),1736,738,2474,,,,,,,3798,1860,5658,,,,,,
010,PIEMONTE,001,TORINO,Usseaux,001281,,832,224,1056,,,,,,,1916,332,2248,,,,,,
010,PIEMONTE,001,TORINO,Usseglio,001282,,3147,643,3790,,,,,,,8667,950,9617,,,,,,
010,PIEMONTE,001,TORINO,Val della Torre,001284,,4621,1491,6112,,,,,,,8206,3250,11456,,,,,,
010,PIEMONTE,001,TORINO,Valprato Soana,001288,,903,186,1089,,,,,,,1625,275,1900,,,,,,
010,PIEMONTE,001,TORINO,Venaria Reale,001292,,10998,4387,15385,9845,4229,14074,1153,158,1311,17557,7411,24968,15388,7084,22472,2169,327,2496
010,PIEMONTE,001,TORINO,Villar Pellice,001306,,1004,672,1676,,,,,,,2698,5651,8349,,,,,,
010,PIEMONTE,001,TORINO,Volpiano,001314,,1555,367,1922,,,,,,,6067,789,6856,,,,,,
010,PIEMONTE,001,TORINO,Altri comuni della provincia di TORINO,,,72481,28257,100738,,,,,,,155231,72665,227896,,,,,,
010,PIEMONTE,001,TORINO Totale,,,,1617480,804802,2422282,1325478,678322,2003800,292002,126480,418482,4076142,2096358,6172500,2735149,1657372,4392521,1340993,438986,1779979
010,PIEMONTE,002,VERCELLI,Alagna Valsesia,002002,,27631,8918,36549,9268,2560,11828,18363,6358,24721,82981,28818,111799,31907,10958,42865,51074,17860,68934
010,PIEMONTE,002,VERCELLI,Campertogno,002025,,2826,635,3461,,,,,,,6356,2502,8858,,,,,,
010,PIEMONTE,002,VERCELLI,Carisio,002032,,8246,2179,10425,,,,,,,17961,3811,21772,,,,,,
010,PIEMONTE,002,VERCELLI,Cigliano,002042,,646,89,735,,,,,,,2496,315,2811,,,,,,
010,PIEMONTE,002,VERCELLI,Gattinara,002061,,1256,607,1863,,,,,,,1817,1128,2945,,,,,,
010,PIEMONTE,002,VERCELLI,Piode,002097,,502,5,507,,,,,,,2210,7,2217,,,,,,
010,PIEMONTE,002,VERCELLI,Quarona,002107,,749,236,985,,,,,,,1459,330,1789,,,,,,
010,PIEMONTE,002,VERCELLI,Santhià,002133,,1433,472,1905,,,,,,,3471,655,4126,,,,,,
010,PIEMONTE,002,VERCELLI,Scopello,002135,,2923,334,3257,,,,,,,7039,899,7938,,,,,,
010,PIEMONTE,002,VERCELLI,Trino,002148,,1442,859,2301,,,,,,,2564,1423,3987,,,,,,
010,PIEMONTE,002,VERCELLI,Varallo,002156,,4409,1453,5862,3686,1194,4880,723,259,982,10550,3436,13986,7350,2421,9771,3200,1015,4215
010,PIEMONTE,002,VERCELLI,Vercelli,002158,,23435,8391,31826,22138,7842,29980,1297,549,1846,73572,22649,96221,49009,17574,66583,24563,5075,29638
010,PIEMONTE,002,VERCELLI,Alto Sermenza,002170,,327,154,481,,,,,,,1414,193,1607,,,,,,
010,PIEMONTE,002,VERCELLI,Altri comuni della provincia di VERCELLI,,,11310,3094,14404,,,,,,,36464,7178,43642,,,,,,
010,PIEMONTE,002,VERCELLI Totale,,,,87135,27426,114561,53939,16659,70598,33196,10767,43963,250354,73344,323698,132764,39636,172400,117590,33708,151298
010,PIEMONTE,003,NOVARA,Agrate Conturbia,003001,,467,1662,2129,,,,,,,789,5139,5928,,,,,,
010,PIEMONTE,003,NOVARA,Ameno,003002,,3280,5039,8319,,,,,,,5762,16099,21861,,,,,,
010,PIEMONTE,003,NOVARA,Armeno,003006,,3359,3259,6618,,,,,,,8415,9413,17828,,,,,,
010,PIEMONTE,003,NOVARA,Arona,003008,,17355,17583,34938,15776,15635,31411,1579,1948,3527,32406,43547,75953,28248,38422,66670,4158,5125,9283
010,PIEMONTE,003,NOVARA,Bogogno,003021,,697,4868,5565,,,,,,,1887,16874,18761,,,,,,
010,PIEMONTE,003,NOVARA,Borgomanero,003024,,5741,2119,7860,4731,1645,6376,1010,474,1484,11141,4690,15831,8636,3681,12317,2505,1009,3514
010,PIEMONTE,003,NOVARA,Cameri,003032,,13384,4285,17669,,,,,,,17653,6545,24198,,,,,,
010,PIEMONTE,003,NOVARA,Casalino,003040,,29801,6338,36139,,,,,,,32375,7848,40223,,,,,,
010,PIEMONTE,003,NOVARA,Castelletto sopra Ticino,003043,,19912,13642,33554,,,,,,,76823,55749,132572,,,,,,
010,PIEMONTE,003,NOVARA,Dormelletto,003062,,26741,29426,56167,8711,4293,13004,18030,25133,43163,80235,137626,217861,15683,9608,25291,64552,128018,192570
010,PIEMONTE,003,NOVARA,Fara Novarese,003065,,874,124,998,,,,,,,2198,194,2392,,,,,,
010,PIEMONTE,003,NOVARA,Gozzano,003076,,2011,1607,3618,,,,,,,4313,3259,7572,,,,,,
010,PIEMONTE,003,NOVARA,Grignasco,003079,,797,190,987,,,,,,,1746,406,2152,,,,,,
010,PIEMONTE,003,NOVARA,Invorio,003082,,347,240,587,,,,,,,689,652,1341,,,,,,
010,PIEMONTE,003,NOVARA,Lesa,003084,,3587,11042,14629,,,,,,,8889,42171,51060,,,,,,
010,PIEMONTE,003,NOVARA,Massino Visconti,003093,,3492,1268,4760,,,,,,,15132,3314,18446,,,,,,
010,PIEMONTE,003,NOVARA,Meina,003095,,2132,6422,8554,,,,,,,3813,22282,26095,,,,,,
010,PIEMONTE,003,NOVARA,Miasino,003098,,710,521,1231,,,,,,,1035,866,1901,,,,,,
010,PIEMONTE,003,NOVARA,Momo,003100,,529,257,786,,,,,,,1298,815,2113,,,,,,
010,PIEMONTE,003,NOVARA,Nebbiuno,003103,,86,2266,2352,,,,,,,171,5084,5255,,,,,,
010,PIEMONTE,003,NOVARA,Novara,003106,,42322,16722,59044,40056,15849,55905,2266,873,3139,104562,36728,141290,91138,32636,123774,13424,4092,17516
010,PIEMONTE,003,NOVARA,Oleggio,003108,,11364,8335,19699,,,,,,,22576,13080,35656,,,,,,
010,PIEMONTE,003,NOVARA,Oleggio Castello,003109,,5681,5785,11466,,,,,,,8732,15134,23866,,,,,,
010,PIEMONTE,003,NOVARA,Orta San Giulio,003112,,22737,37805,60542,16495,20997,37492,6242,16808,23050,37308,104284,141592,24208,42647,66855,13100,61637,74737
010,PIEMONTE,003,NOVARA,Pella,003115,,1538,1548,3086,,,,,,,4820,3552,8372,,,,,,
010,PIEMONTE,003,NOVARA,Pettenasco,003116,,11498,21634,33132,5801,12002,17803,5697,9632,15329,24424,79260,103684,9582,39478,49060,14842,39782,54624
010,PIEMONTE,003,NOVARA,Romagnano Sesia,003130,,1534,316,1850,,,,,,,3441,538,3979,,,,,,
010,PIEMONTE,003,NOVARA,San Maurizio d'Opaglio,003133,,337,424,761,,,,,,,677,1476,2153,,,,,,
010,PIEMONTE,003,NOVARA,Suno,003143,,99,154,253,,,,,,,597,613,1210,,,,,,
010,PIEMONTE,003,NOVARA,Trecate,003149,,396,87,483,,,,,,,3465,1146,4611,,,,,,
010,PIEMONTE,003,NOVARA,Varallo Pombia,003154,,4078,3638,7716,,,,,,,13730,9227,22957,,,,,,
010,PIEMONTE,003,NOVARA,Gattico-Veruno,003166,,3461,1122,4583,,,,,,,10909,2815,13724,,,,,,
010,PIEMONTE,003,NOVARA,Altri comuni della provincia di NOVARA,,,42331,9629,51960,,,,,,,72978,26792,99770,,,,,,
010,PIEMONTE,003,NOVARA Totale,,,,282678,219357,502035,216573,136841,353414,66105,82516,148621,614989,677218,1292207,386834,330980,717814,228155,346238,574393
010,PIEMONTE,004,CUNEO,Acceglio,004001,,4112,3329,7441,1386,1237,2623,2726,2092,4818,9406,7097,16503,3970,3965,7935,5436,3132,8568
010,PIEMONTE,004,CUNEO,Alba,004003,,46321,44012,90333,22924,23110,46034,23397,20902,44299,96856,101750,198606,39569,51775,91344,57287,49975,107262
010,PIEMONTE,004,CUNEO,Argentera,004006,,328,311,639,,,,,,,1016,501,1517,,,,,,
010,PIEMONTE,004,CUNEO,Bagnolo Piemonte,004009,,1378,384,1762,,,,,,,3831,1822,5653,,,,,,
010,PIEMONTE,004,CUNEO,Barbaresco,004011,,2629,3158,5787,,,,,,,4218,8126,12344,,,,,,
010,PIEMONTE,004,CUNEO,Barge,004012,,774,738,1512,,,,,,,2421,2052,4473,,,,,,
010,PIEMONTE,004,CUNEO,Barolo,004013,,7124,9967,17091,,,,,,,10181,21805,31986,,,,,,
010,PIEMONTE,004,CUNEO,Bastia Mondovì,004014,,2472,452,2924,,,,,,,9919,1251,11170,,,,,,
010,PIEMONTE,004,CUNEO,Bene Vagienna,004019,,495,372,867,,,,,,,1035,1692,2727,,,,,,
010,PIEMONTE,004,CUNEO,Benevello,004020,,1558,4045,5603,,,,,,,2851,10818,13669,,,,,,
010,PIEMONTE,004,CUNEO,Borgomale,004024,,1996,1713,3709,,,,,,,3654,4922,8576,,,,,,
010,PIEMONTE,004,CUNEO,Borgo San Dalmazzo,004025,,2081,707,2788,,,,,,,4325,1806,6131,,,,,,
010,PIEMONTE,004,CUNEO,Bossolasco,004027,,551,609,1160,66,8,74,485,601,1086,946,948,1894,244,17,261,702,931,1633
010,PIEMONTE,004,CUNEO,Boves,004028,,3319,1453,4772,2889,1223,4112,430,230,660,6254,2571,8825,5205,1982,7187,1049,589,1638
010,PIEMONTE,004,CUNEO,Bra,004029,,24057,11565,35622,20686,10183,30869,3371,1382,4753,40217,28729,68946,31231,24547,55778,8986,4182,13168
010,PIEMONTE,004,CUNEO,Busca,004034,,3316,399,3715,,,,,,,7042,1331,8373,,,,,,
010,PIEMONTE,004,CUNEO,Canale,004037,,4136,3552,7688,,,,,,,6456,8606,15062,,,,,,
010,PIEMONTE,004,CUNEO,Canosio,004038,,612,397,1009,,,,,,,1613,766,2379,,,,,,
010,PIEMONTE,004,CUNEO,Caraglio,004040,,883,246,1129,,,,,,,2040,557,2597,,,,,,
010,PIEMONTE,004,CUNEO,Carrù,004043,,2245,279,2524,,,,,,,4264,483,4747,,,,,,
010,PIEMONTE,004,CUNEO,Castagnito,004046,,4764,2150,6914,,,,,,,9852,5154,15006,,,,,,
010,PIEMONTE,004,CUNEO,Castelmagno,004053,,789,363,1152,0,0,0,789,363,1152,1252,595,1847,0,0,0,1252,595,1847
010,PIEMONTE,004,CUNEO,Castiglione Falletto,004055,,1803,3124,4927,,,,,,,3808,9975,13783,,,,,,
010,PIEMONTE,004,CUNEO,Castiglione Tinella,004056,,695,704,1399,,,,,,,1307,2441,3748,,,,,,
010,PIEMONTE,004,CUNEO,Cerretto Langhe,004063,,1823,4377,6200,,,,,,,2875,11548,14423,,,,,,
010,PIEMONTE,004,CUNEO,Cervasca,004064,,951,481,1432,,,,,,,1758,985,2743,,,,,,
010,PIEMONTE,004,CUNEO,Ceva,004066,,3413,721,4134,,,,,,,9412,1121,10533,,,,,,
010,PIEMONTE,004,CUNEO,Cherasco,004067,,22251,7947,30198,19087,7012,26099,3164,935,4099,32578,17243,49821,27771,14357,42128,4807,2886,7693
010,PIEMONTE,004,CUNEO,Chiusa di Pesio,004068,,5231,691,5922,1482,369,1851,3749,322,4071,14023,1570,15593,4111,857,4968,9912,713,10625
010,PIEMONTE,004,CUNEO,Cortemilia,004073,,772,1972,2744,,,,,,,1279,9541,10820,,,,,,
010,PIEMONTE,004,CUNEO,Costigliole Saluzzo,004075,,3147,1261,4408,,,,,,,4518,2459,6977,,,,,,
010,PIEMONTE,004,CUNEO,Cravanzana,004076,,952,879,1831,,,,,,,1236,1247,2483,,,,,,
010,PIEMONTE,004,CUNEO,Crissolo,004077,,2018,1095,3113,,,,,,,3890,1416,5306,,,,,,
010,PIEMONTE,004,CUNEO,Cuneo,004078,,34985,21217,56202,27341,16943,44284,7644,4274,11918,82651,38979,121630,45236,30837,76073,37415,8142,45557
010,PIEMONTE,004,CUNEO,Demonte,004079,,1102,807,1909,624,557,1181,478,250,728,3226,1460,4686,1936,967,2903,1290,493,1783
010,PIEMONTE,004,CUNEO,Diano d'Alba,004080,,2583,1666,4249,,,,,,,4093,3956,8049,,,,,,
010,PIEMONTE,004,CUNEO,Dogliani,004081,,3801,1728,5529,1249,533,1782,2552,1195,3747,6205,5594,11799,1999,1544,3543,4206,4050,8256
010,PIEMONTE,004,CUNEO,Dronero,004082,,3060,1212,4272,2261,784,3045,799,428,1227,5525,2417,7942,4028,1563,5591,1497,854,2351
010,PIEMONTE,004,CUNEO,Entracque,004084,,9897,3478,13375,1184,75,1259,8713,3403,12116,27109,11568,38677,4496,184,4680,22613,11384,33997
010,PIEMONTE,004,CUNEO,Farigliano,004086,,1828,499,2327,0,0,0,1828,499,2327,3279,1116,4395,0,0,0,3279,1116,4395
010,PIEMONTE,004,CUNEO,Fossano,004089,,13129,4522,17651,11617,3805,15422,1512,717,2229,23305,8935,32240,20862,7578,28440,2443,1357,3800
010,PIEMONTE,004,CUNEO,Frabosa Soprana,004090,,2199,316,2515,,,,,,,7010,1366,8376,,,,,,
010,PIEMONTE,004,CUNEO,Frabosa Sottana,004091,,12439,1320,13759,8432,1114,9546,4007,206,4213,44646,6979,51625,33023,6251,39274,11623,728,12351
010,PIEMONTE,004,CUNEO,Garessio,004095,,474,98,572,,,,,,,1314,196,1510,,,,,,
010,PIEMONTE,004,CUNEO,Govone,004099,,822,976,1798,0,0,0,822,976,1798,1393,3163,4556,0,0,0,1393,3163,4556
010,PIEMONTE,004,CUNEO,Grinzane Cavour,004100,,258,203,461,,,,,,,625,406,1031,,,,,,
010,PIEMONTE,004,CUNEO,Guarene,004101,,7601,5793,13394,3883,3656,7539,3718,2137,5855,13783,12149,25932,6049,7424,13473,7734,4725,12459
010,PIEMONTE,004,CUNEO,La Morra,004105,,9452,13979,23431,,,,,,,16111,38304,54415,,,,,,
010,PIEMONTE,004,CUNEO,Lequio Berria,004106,,283,355,638,,,,,,,365,1128,1493,,,,,,
010,PIEMONTE,004,CUNEO,Limone Piemonte,004110,,11880,5283,17163,8211,4150,12361,3669,1133,4802,36035,16428,52463,20647,11899,32546,15388,4529,19917
010,PIEMONTE,004,CUNEO,Magliano Alfieri,004113,,213,526,739,,,,,,,928,3145,4073,,,,,,
010,PIEMONTE,004,CUNEO,Mango,004115,,1072,1101,2173,0,0,0,1072,1101,2173,2170,3952,6122,0,0,0,2170,3952,6122
010,PIEMONTE,004,CUNEO,Marmora,004119,,4313,2294,6607,2353,805,3158,1960,1489,3449,8755,6974,15729,3973,2441,6414,4782,4533,9315
010,PIEMONTE,004,CUNEO,Mondovì,004130,,13227,4192,17419,8483,2569,11052,4744,1623,6367,25443,8238,33681,15741,5283,21024,9702,2955,12657
010,PIEMONTE,004,CUNEO,Monforte d'Alba,004132,,10553,13024,23577,1966,6020,7986,8587,7004,15591,15527,32560,48087,2912,12971,15883,12615,19589,32204
010,PIEMONTE,004,CUNEO,Montà,004133,,1201,698,1899,,,,,,,5434,2152,7586,,,,,,
010,PIEMONTE,004,CUNEO,Montelupo Albese,004137,,2412,1836,4248,,,,,,,3765,6229,9994,,,,,,
010,PIEMONTE,004,CUNEO,Monteu Roero,004140,,641,689,1330,0,0,0,641,689,1330,1077,3117,4194,0,0,0,1077,3117,4194
010,PIEMONTE,004,CUNEO,Monticello d'Alba,004142,,708,212,920,,,,,,,1479,560,2039,,,,,,
010,PIEMONTE,004,CUNEO,Narzole,004147,,4027,1535,5562,1488,315,1803,2539,1220,3759,7590,5452,13042,2668,899,3567,4922,4553,9475
010,PIEMONTE,004,CUNEO,Neive,004148,,4341,4651,8992,,,,,,,7130,11026,18156,,,,,,
010,PIEMONTE,004,CUNEO,Neviglie,004149,,734,787,1521,,,,,,,1175,1831,3006,,,,,,
010,PIEMONTE,004,CUNEO,Novello,004152,,1671,1063,2734,,,,,,,3497,3137,6634,,,,,,
010,PIEMONTE,004,CUNEO,Ormea,004155,(a),1633,1449,3082,1570,1396,2966,63,53,116,4408,3069,7477,4110,2914,7024,298,155,453
010,PIEMONTE,004,CUNEO,Ostana,004156,,3100,334,3434,0,0,0,3100,334,3434,4988,712,5700,0,0,0,4988,712,5700
010,PIEMONTE,004,CUNEO,Paesana,004157,,1896,725,2621,,,,,,,4241,1473,5714,,,,,,
010,PIEMONTE,004,CUNEO,Peveragno,004163,,2835,1968,4803,,,,,,,7530,6302,13832,,,,,,
010,PIEMONTE,004,CUNEO,Pianfei,004165,,3203,1860,5063,,,,,,,5510,4175,9685,,,,,,
010,PIEMONTE,004,CUNEO,Pietraporzio,004167,,2614,662,3276,,,,,,,5812,1800,7612,,,,,,
010,PIEMONTE,004,CUNEO,Pocapaglia,004170,,862,109,971,,,,,,,2677,408,3085,,,,,,
010,PIEMONTE,004,CUNEO,Pontechianale,004172,,1455,709,2164,,,,,,,2736,1185,3921,,,,,,
010,PIEMONTE,004,CUNEO,Pradleves,004173,,298,72,370,,,,,,,864,249,1113,,,,,,
010,PIEMONTE,004,CUNEO,Prazzo,004174,,965,624,1589,0,0,0,965,624,1589,2360,1320,3680,0,0,0,2360,1320,3680
010,PIEMONTE,004,CUNEO,Revello,004180,,739,189,928,,,,,,,2934,437,3371,,,,,,
010,PIEMONTE,004,CUNEO,Roburent,004186,,2223,138,2361,,,,,,,6460,428,6888,,,,,,
