cod. reg.,regione,cod. prov.,provincia,comune,cod. istat,flag,arrivi totale esercizi residenti,arrivi totale esercizi non residenti,arrivi totale esercizi totale,arrivi esercizi alberghieri residenti,arrivi esercizi alberghieri non residenti,arrivi esercizi alberghieri totale,arrivi esercizi extra-alberghieri residenti,arrivi esercizi extra-alberghieri non residenti,arrivi esercizi extra-alberghieri totale,presenze totale esercizi residenti,presenze totale esercizi non residenti,presenze totale esercizi totale,presenze esercizi alberghieri residenti,presenze esercizi alberghieri non residenti,presenze esercizi alberghieri totale,presenze esercizi extra-alberghieri residenti,presenze esercizi extra-alberghieri non residenti,presenze esercizi extra-alberghieri totale
030,LOMBARDIA,017,BRESCIA,Roè Volciano,017164,,2355,828,3183,,,,,,,5531,2984,8515,,,,,,
030,LOMBARDIA,017,BRESCIA,Sale Marasino,017169,,2775,3032,5807,2272,2397,4669,503,635,1138,5080,11194,16274,4233,9137,13370,847,2057,2904
030,LOMBARDIA,017,BRESCIA,Salò,017170,,22703,40464,63167,17276,29539,46815,5427,10925,16352,46417,165647,212064,35088,115599,150687,11329,50048,61377
030,LOMBARDIA,017,BRESCIA,San Felice del Benaco,017171,,21743,109402,131145,9583,24976,34559,12160,84426,96586,61631,675193,736824,19562,121001,140563,42069,554192,596261
030,LOMBARDIA,017,BRESCIA,Sirmione,017179,,137807,236045,373852,101210,163485,264695,36597,72560,109157,362534,964427,1326961,228204,593642,821846,134330,370785,505115
030,LOMBARDIA,017,BRESCIA,Soiano del Lago,017180,,2653,4214,6867,1722,1977,3699,931,2237,3168,7381,23634,31015,3021,8470,11491,4360,15164,19524
030,LOMBARDIA,017,BRESCIA,Sonico,017181,,2909,202,3111,,,,,,,6183,253,6436,,,,,,
030,LOMBARDIA,017,BRESCIA,Sulzano,017182,,2113,5472,7585,1424,4725,6149,689,747,1436,3532,16880,20412,2150,14167,16317,1382,2713,4095
030,LOMBARDIA,017,BRESCIA,Temù,017184,,15282,2533,17815,8140,1289,9429,7142,1244,8386,51726,7026,58752,30998,4480,35478,20728,2546,23274
030,LOMBARDIA,017,BRESCIA,Tignale,017185,,5681,40064,45745,3648,15218,18866,2033,24846,26879,15426,254179,269605,8163,75419,83582,7263,178760,186023
030,LOMBARDIA,017,BRESCIA,Toscolano-Maderno,017187,,33350,63026,96376,15502,33195,48697,17848,29831,47679,95409,322501,417910,36945,156343,193288,58464,166158,224622
030,LOMBARDIA,017,BRESCIA,Tremosine sul Garda,017189,,11847,41328,53175,8663,27525,36188,3184,13803,16987,32725,252430,285155,23128,164512,187640,9597,87918,97515
030,LOMBARDIA,017,BRESCIA,Treviso Bresciano,017191,,188,394,582,,,,,,,305,901,1206,,,,,,
030,LOMBARDIA,017,BRESCIA,Vallio Terme,017193,,346,107,453,,,,,,,1037,478,1515,,,,,,
030,LOMBARDIA,017,BRESCIA,Vezza d'Oglio,017198,,2686,190,2876,,,,,,,7571,503,8074,,,,,,
030,LOMBARDIA,017,BRESCIA,Vione,017202,,1198,165,1363,,,,,,,2780,541,3321,,,,,,
030,LOMBARDIA,017,BRESCIA,Zone,017205,,3704,1207,4911,,,,,,,11869,3031,14900,,,,,,
030,LOMBARDIA,017,BRESCIA,Piancogno,017206,,1358,184,1542,,,,,,,7256,1447,8703,,,,,,
030,LOMBARDIA,017,BRESCIA,Altri comuni della provincia di BRESCIA,,,56685,17561,74246,,,,,,,114796,57248,172044,,,,,,
030,LOMBARDIA,017,BRESCIA Totale,,,,1217201,1545300,2762501,893326,937466,1830792,323875,607834,931709,3513654,7844983,11358637,2044740,3817897,5862637,1468914,4027086,5496000
030,LOMBARDIA,018,PAVIA,Bereguardo,018014,,847,897,1744,,,,,,,1529,1338,2867,,,,,,
030,LOMBARDIA,018,PAVIA,Borgo Priolo,018016,,2848,1319,4167,,,,,,,6115,3114,9229,,,,,,
030,LOMBARDIA,018,PAVIA,Brallo di Pregola,018021,,5776,463,6239,,,,,,,19388,1213,20601,,,,,,
030,LOMBARDIA,018,PAVIA,Broni,018024,,1711,465,2176,,,,,,,3509,966,4475,,,,,,
030,LOMBARDIA,018,PAVIA,Casteggio,018037,,446,108,554,,,,,,,900,233,1133,,,,,,
030,LOMBARDIA,018,PAVIA,Castello d'Agogna,018039,,1104,329,1433,,,,,,,6097,1812,7909,,,,,,
030,LOMBARDIA,018,PAVIA,Cava Manara,018041,,11606,1867,13473,,,,,,,16118,3644,19762,,,,,,
030,LOMBARDIA,018,PAVIA,Certosa di Pavia,018046,,5822,1193,7015,,,,,,,14861,3804,18665,,,,,,
030,LOMBARDIA,018,PAVIA,Gambolò,018068,,1257,614,1871,,,,,,,1820,980,2800,,,,,,
030,LOMBARDIA,018,PAVIA,Garlasco,018069,,1411,649,2060,,,,,,,5069,1246,6315,,,,,,
030,LOMBARDIA,018,PAVIA,Giussago,018072,,515,85,600,,,,,,,3306,392,3698,,,,,,
030,LOMBARDIA,018,PAVIA,Godiasco Salice Terme,018073,,2872,1445,4317,,,,,,,5350,2804,8154,,,,,,
030,LOMBARDIA,018,PAVIA,Gropello Cairoli,018076,,3995,2843,6838,,,,,,,8250,5204,13454,,,,,,
030,LOMBARDIA,018,PAVIA,Mortara,018102,,1189,379,1568,,,,,,,4534,1344,5878,,,,,,
030,LOMBARDIA,018,PAVIA,Pavia,018110,,35084,21546,56630,17937,7869,25806,17147,13677,30824,65691,42384,108075,27129,15272,42401,38562,27112,65674
030,LOMBARDIA,018,PAVIA,Rivanazzano Terme,018122,,3671,1255,4926,,,,,,,7323,3335,10658,,,,,,
030,LOMBARDIA,018,PAVIA,San Martino Siccomario,018137,,394,302,696,,,,,,,1120,482,1602,,,,,,
030,LOMBARDIA,018,PAVIA,Sannazzaro de' Burgondi,018138,,1244,280,1524,,,,,,,3584,501,4085,,,,,,
030,LOMBARDIA,018,PAVIA,Santa Giuletta,018140,,1410,660,2070,,,,,,,1995,1215,3210,,,,,,
030,LOMBARDIA,018,PAVIA,Santa Margherita di Staffora,018142,,1980,9,1989,,,,,,,11633,22,11655,,,,,,
030,LOMBARDIA,018,PAVIA,Stradella,018153,,2631,586,3217,,,,,,,5726,1362,7088,,,,,,
030,LOMBARDIA,018,PAVIA,Varzi,018171,,1003,261,1264,45,0,45,958,261,1219,1640,408,2048,346,0,346,1294,408,1702
030,LOMBARDIA,018,PAVIA,Vigevano,018177,,13540,5294,18834,9972,3679,13651,3568,1615,5183,26850,11362,38212,19094,8167,27261,7756,3195,10951
030,LOMBARDIA,018,PAVIA,Voghera,018182,,2243,801,3044,601,95,696,1642,706,2348,5473,1342,6815,2453,231,2684,3020,1111,4131
030,LOMBARDIA,018,PAVIA,Zavattarello,018184,,439,117,556,,,,,,,852,414,1266,,,,,,
030,LOMBARDIA,018,PAVIA,Colli Verdi,018193,,1043,142,1185,,,,,,,3003,435,3438,,,,,,
030,LOMBARDIA,018,PAVIA,Altri comuni della provincia di PAVIA,,,50407,14267,64674,,,,,,,95319,30064,125383,,,,,,
030,LOMBARDIA,018,PAVIA Totale,,,,156488,58176,214664,107045,32346,139391,49443,25830,75273,327055,121420,448475,197723,64499,262222,129332,56921,186253
030,LOMBARDIA,019,CREMONA,Casalmaggiore,019021,,8027,3769,11796,,,,,,,15001,7609,22610,,,,,,
030,LOMBARDIA,019,CREMONA,Castelleone,019025,(a),11181,1427,12608,,,,,,,17131,4213,21344,,,,,,
030,LOMBARDIA,019,CREMONA,Cingia de' Botti,019031,,979,255,1234,,,,,,,1182,543,1725,,,,,,
030,LOMBARDIA,019,CREMONA,Crema,019035,,8915,4936,13851,7446,3937,11383,1469,999,2468,20115,13992,34107,15003,10325,25328,5112,3667,8779
030,LOMBARDIA,019,CREMONA,Cremona,019036,(a),48172,27419,75591,39193,21024,60217,8979,6395,15374,99736,53184,152920,67823,38744,106567,31913,14440,46353
030,LOMBARDIA,019,CREMONA,Pizzighettone,019076,(a),1030,89,1119,,,,,,,4500,656,5156,,,,,,
030,LOMBARDIA,019,CREMONA,Soncino,019097,,2924,1461,4385,,,,,,,5530,5125,10655,,,,,,
030,LOMBARDIA,019,CREMONA,Soresina,019098,,1205,156,1361,,,,,,,3637,632,4269,,,,,,
030,LOMBARDIA,019,CREMONA,Spino d'Adda,019102,,2983,1087,4070,,,,,,,6242,2250,8492,,,,,,
030,LOMBARDIA,019,CREMONA,Altri comuni della provincia di CREMONA,,,54691,11353,66044,,,,,,,92602,24407,117009,,,,,,
030,LOMBARDIA,019,CREMONA Totale,,,,140107,51952,192059,117714,40603,158317,22393,11349,33742,265676,112611,378287,196363,83521,279884,69313,29090,98403
030,LOMBARDIA,020,MANTOVA,Bagnolo San Vito,020003,,4242,1200,5442,2341,364,2705,1901,836,2737,10960,2493,13453,7481,1074,8555,3479,1419,4898
030,LOMBARDIA,020,MANTOVA,Castel Goffredo,020015,,1904,546,2450,,,,,,,3756,1274,5030,,,,,,
030,LOMBARDIA,020,MANTOVA,Castellucchio,020016,,536,325,861,,,,,,,1115,1052,2167,,,,,,
030,LOMBARDIA,020,MANTOVA,Castiglione delle Stiviere,020017,,14600,4981,19581,12065,4365,16430,2535,616,3151,28618,13640,42258,22353,11638,33991,6265,2002,8267
030,LOMBARDIA,020,MANTOVA,Cavriana,020018,,2438,1569,4007,,,,,,,4916,7846,12762,,,,,,
030,LOMBARDIA,020,MANTOVA,Curtatone,020021,,5403,957,6360,,,,,,,11716,2116,13832,,,,,,
030,LOMBARDIA,020,MANTOVA,Gonzaga,020027,,232,6,238,,,,,,,1060,20,1080,,,,,,
030,LOMBARDIA,020,MANTOVA,Mantova,020030,,86787,31792,118579,62781,21883,84664,24006,9909,33915,141852,61562,203414,97727,39465,137192,44125,22097,66222
030,LOMBARDIA,020,MANTOVA,Marcaria,020031,,1985,829,2814,0,0,0,1985,829,2814,4143,2474,6617,0,0,0,4143,2474,6617
030,LOMBARDIA,020,MANTOVA,Marmirolo,020033,,2650,880,3530,0,0,0,2650,880,3530,5140,2211,7351,0,0,0,5140,2211,7351
030,LOMBARDIA,020,MANTOVA,Monzambano,020036,,7772,5554,13326,340,201,541,7432,5353,12785,17377,22337,39714,901,817,1718,16476,21520,37996
030,LOMBARDIA,020,MANTOVA,Ostiglia,020038,,2876,953,3829,,,,,,,9577,3565,13142,,,,,,
030,LOMBARDIA,020,MANTOVA,Pegognaga,020039,,3201,1358,4559,,,,,,,5579,2868,8447,,,,,,
030,LOMBARDIA,020,MANTOVA,Ponti sul Mincio,020044,,3298,4431,7729,1015,1431,2446,2283,3000,5283,8645,21424,30069,1920,6070,7990,6725,15354,22079
030,LOMBARDIA,020,MANTOVA,Porto Mantovano,020045,,4162,636,4798,3363,457,3820,799,179,978,15546,2020,17566,11663,1204,12867,3883,816,4699
030,LOMBARDIA,020,MANTOVA,Rodigo,020051,,1957,458,2415,,,,,,,2878,839,3717,,,,,,
030,LOMBARDIA,020,MANTOVA,Roverbella,020053,,649,390,1039,,,,,,,1514,1174,2688,,,,,,
030,LOMBARDIA,020,MANTOVA,Sabbioneta,020054,,1296,452,1748,,,,,,,2804,760,3564,,,,,,
030,LOMBARDIA,020,MANTOVA,San Giorgio Bigarello,020057,,16697,5003,21700,,,,,,,30203,8222,38425,,,,,,
030,LOMBARDIA,020,MANTOVA,Sermide e Felonica,020061,,1047,537,1584,,,,,,,2612,1851,4463,,,,,,
030,LOMBARDIA,020,MANTOVA,Solferino,020063,,5998,3335,9333,3458,1820,5278,2540,1515,4055,12247,10701,22948,5828,3886,9714,6419,6815,13234
030,LOMBARDIA,020,MANTOVA,Suzzara,020065,,4076,957,5033,3705,906,4611,371,51,422,8521,2616,11137,7507,2496,10003,1014,120,1134
030,LOMBARDIA,020,MANTOVA,Viadana,020066,,7121,1678,8799,,,,,,,16748,6024,22772,,,,,,
030,LOMBARDIA,020,MANTOVA,Volta Mantovana,020070,,5320,1564,6884,,,,,,,18922,8811,27733,,,,,,
030,LOMBARDIA,020,MANTOVA,Borgo Virgilio,020071,,11583,4409,15992,,,,,,,18621,9298,27919,,,,,,
030,LOMBARDIA,020,MANTOVA,Altri comuni della provincia di MANTOVA,,,11262,2565,13827,,,,,,,29622,9400,39022,,,,,,
030,LOMBARDIA,020,MANTOVA Totale,,,,209092,77365,286457,136198,45390,181588,72894,31975,104869,414692,206598,621290,247399,97214,344613,167293,109384,276677
030,LOMBARDIA,097,LECCO,Abbadia Lariana,097001,,3024,7946,10970,,,,,,,5917,23173,29090,,,,,,
030,LOMBARDIA,097,LECCO,Ballabio,097004,,910,673,1583,,,,,,,3923,1794,5717,,,,,,
030,LOMBARDIA,097,LECCO,Barzio,097007,,1462,182,1644,,,,,,,4540,406,4946,,,,,,
030,LOMBARDIA,097,LECCO,Bellano,097008,,673,3980,4653,,,,,,,1379,12821,14200,,,,,,
030,LOMBARDIA,097,LECCO,Bosisio Parini,097009,,3550,1574,5124,,,,,,,8127,3665,11792,,,,,,
030,LOMBARDIA,097,LECCO,Calolziocorte,097013,,848,695,1543,,,,,,,1649,1427,3076,,,,,,
030,LOMBARDIA,097,LECCO,Casargo,097015,,1956,188,2144,,,,,,,7045,580,7625,,,,,,
030,LOMBARDIA,097,LECCO,Colico,097023,,16800,20462,37262,7858,9048,16906,8942,11414,20356,41789,57202,98991,13682,15940,29622,28107,41262,69369
030,LOMBARDIA,097,LECCO,Cremeno,097029,,514,72,586,,,,,,,1766,157,1923,,,,,,
030,LOMBARDIA,097,LECCO,Dervio,097030,,7021,3418,10439,,,,,,,32038,9624,41662,,,,,,
030,LOMBARDIA,097,LECCO,Esino Lario,097035,,800,64,864,,,,,,,2037,301,2338,,,,,,
030,LOMBARDIA,097,LECCO,Galbiate,097036,,1422,820,2242,,,,,,,3021,4423,7444,,,,,,
030,LOMBARDIA,097,LECCO,Garlate,097038,,4311,3062,7373,,,,,,,11439,7619,19058,,,,,,
030,LOMBARDIA,097,LECCO,Lecco,097042,,15935,31527,47462,9260,16327,25587,6675,15200,21875,38336,67936,106272,16436,35507,51943,21900,32429,54329
030,LOMBARDIA,097,LECCO,Lierna,097043,,581,1574,2155,0,0,0,581,1574,2155,940,6044,6984,0,0,0,940,6044,6984
030,LOMBARDIA,097,LECCO,Malgrate,097045,,5512,11866,17378,,,,,,,7927,25131,33058,,,,,,
030,LOMBARDIA,097,LECCO,Mandello del Lario,097046,,3176,6738,9914,,,,,,,9969,17828,27797,,,,,,
030,LOMBARDIA,097,LECCO,Margno,097047,,517,151,668,,,,,,,1405,336,1741,,,,,,
030,LOMBARDIA,097,LECCO,Merate,097048,,5472,1502,6974,,,,,,,10419,3499,13918,,,,,,
030,LOMBARDIA,097,LECCO,Oggiono,097057,,4006,1180,5186,,,,,,,9169,3180,12349,,,,,,
030,LOMBARDIA,097,LECCO,Oliveto Lario,097060,,3698,6148,9846,0,0,0,3698,6148,9846,48755,18605,67360,0,0,0,48755,18605,67360
030,LOMBARDIA,097,LECCO,Perledo,097067,,554,7169,7723,,,,,,,1043,25384,26427,,,,,,
030,LOMBARDIA,097,LECCO,Primaluna,097070,,825,281,1106,,,,,,,1399,604,2003,,,,,,
030,LOMBARDIA,097,LECCO,Valmadrera,097083,,2091,5271,7362,,,,,,,3628,10784,14412,,,,,,
030,LOMBARDIA,097,LECCO,Varenna,097084,,2328,28015,30343,1898,19874,21772,430,8141,8571,3789,69630,73419,2728,43908,46636,1061,25722,26783
030,LOMBARDIA,097,LECCO,Altri comuni della provincia di LECCO,,,31120,21840,52960,,,,,,,80651,44609,125260,,,,,,
030,LOMBARDIA,097,LECCO Totale,,,,119106,166398,285504,63480,88506,151986,55626,77892,133518,342100,416762,758862,122644,184484,307128,219456,232278,451734
030,LOMBARDIA,098,LODI,Casalpusterlengo,098010,,1086,748,1834,,,,,,,2995,866,3861,,,,,,
030,LOMBARDIA,098,LODI,Codogno,098019,,941,148,1089,,,,,,,5835,756,6591,,,,,,
030,LOMBARDIA,098,LODI,Cornegliano Laudense,098021,,2620,1749,4369,,,,,,,5048,2447,7495,,,,,,
030,LOMBARDIA,098,LODI,Lodi,098031,,3685,2220,5905,2664,1846,4510,1021,374,1395,17703,6057,23760,4839,5206,10045,12864,851,13715
030,LOMBARDIA,098,LODI,Ospedaletto Lodigiano,098043,,5861,1212,7073,,,,,,,13648,1835,15483,,,,,,
030,LOMBARDIA,098,LODI,Sant'Angelo Lodigiano,098050,,1171,197,1368,,,,,,,2518,299,2817,,,,,,
030,LOMBARDIA,098,LODI,Tavazzano con Villavesco,098056,,3515,520,4035,,,,,,,10472,957,11429,,,,,,
030,LOMBARDIA,098,LODI,Altri comuni della provincia di LODI,,,37302,9321,46623,,,,,,,55802,13547,69349,,,,,,
030,LOMBARDIA,098,LODI Totale,,,,56181,16115,72296,51757,14244,66001,4424,1871,6295,114021,26764,140785,86510,22867,109377,27511,3897,31408
030,LOMBARDIA,108,MONZA E BRIANZA,Agrate Brianza,108001,,15455,13168,28623,,,,,,,26207,27851,54058,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Arcore,108004,,10058,3942,14000,8361,3396,11757,1697,546,2243,43079,30871,73950,36786,27707,64493,6293,3164,9457
030,LOMBARDIA,108,MONZA E BRIANZA,Brugherio,108012,,5377,2072,7449,,,,,,,18861,6143,25004,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Burago di Molgora,108013,,6725,3500,10225,,,,,,,15006,7150,22156,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Carate Brianza,108015,,4708,1700,6408,,,,,,,16047,5743,21790,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Cesano Maderno,108019,,48252,14506,62758,47781,14333,62114,471,173,644,72353,23930,96283,70241,22961,93202,2112,969,3081
030,LOMBARDIA,108,MONZA E BRIANZA,Concorezzo,108021,(a),23287,10017,33304,,,,,,,90174,29568,119742,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Desio,108023,,6303,1373,7676,,,,,,,60989,12203,73192,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Limbiate,108027,,21653,2937,24590,,,,,,,30896,5411,36307,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Lissone,108028,,34312,6299,40611,,,,,,,52199,13071,65270,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Monza,108033,,72006,28825,100831,58545,20910,79455,13461,7915,21376,332614,120039,452653,277175,96325,373500,55439,23714,79153
030,LOMBARDIA,108,MONZA E BRIANZA,Muggiò,108034,,758,142,900,,,,,,,2056,293,2349,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Ornago,108036,(a),7584,1364,8948,,,,,,,12236,2803,15039,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Seregno,108039,,1277,187,1464,,,,,,,2693,450,3143,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Seveso,108040,,1376,382,1758,,,,,,,3648,1146,4794,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Usmate Velate,108044,,973,167,1140,,,,,,,6393,885,7278,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Varedo,108045,,19761,2471,22232,,,,,,,75194,29058,104252,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Vimercate,108050,,42530,10370,52900,,,,,,,72714,37404,110118,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Lentate sul Seveso,108054,,2381,1623,4004,,,,,,,6272,3049,9321,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA,Altri comuni della provincia di MONZA E BRIANZA,,,24251,14618,38869,,,,,,,65455,37147,102602,,,,,,
030,LOMBARDIA,108,MONZA E BRIANZA Totale,,,,349027,119663,468690,322746,107555,430301,26281,12108,38389,1005086,394215,1399301,901220,355974,1257194,103866,38241,142107
030,LOMBARDIA,,,,,,6823254,7948868,14772122,5579058,5993984,11573042,1244196,1954884,3199080,16028865,22942680,38971545,11377255,15016331,26393586,4651610,7926349,12577959
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Aldino/Aldein,021001,,7788,8932,16720,6033,6858,12891,1755,2074,3829,32847,44179,77026,24879,33552,58431,7968,10627,18595
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Andriano/Andrian,021002,,3208,11944,15152,2909,10065,12974,299,1879,2178,13129,59311,72440,11661,45976,57637,1468,13335,14803
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Anterivo/Altrei,021003,,1454,2689,4143,,,,,,,6033,14152,20185,,,,,,
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Appiano sulla strada del vino/Eppan an der Weinstraße,021004,,16186,103337,119523,10656,71681,82337,5530,31656,37186,67916,525614,593530,44547,336541,381088,23369,189073,212442
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Avelengo/Hafling,021005,,17573,54677,72250,16315,47643,63958,1258,7034,8292,59725,276120,335845,51284,239218,290502,8441,36902,45343
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Badia/Abtei,021006,,138015,108871,246886,104555,78098,182653,33460,30773,64233,685322,530877,1216199,502008,386882,888890,183314,143995,327309
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Barbiano/Barbian,021007,,1889,24073,25962,985,18589,19574,904,5484,6388,6218,120439,126657,3137,94923,98060,3081,25516,28597
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Bolzano/Bozen,021008,,129956,220994,350950,104210,161395,265605,25746,59599,85345,301740,498271,800011,228450,331097,559547,73290,167174,240464
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Braies/Prags,021009,,28012,19314,47326,22330,14623,36953,5682,4691,10373,93869,57529,151398,70908,41484,112392,22961,16045,39006
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Brennero/Brenner,021010,,18161,42616,60777,15651,38222,53873,2510,4394,6904,71028,163999,235027,55837,148109,203946,15191,15890,31081
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Bressanone/Brixen,021011,,72317,151844,224161,51983,109548,161531,20334,42296,62630,223713,532029,755742,156377,352689,509066,67336,179340,246676
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Bronzolo/Branzoll,021012,,1275,992,2267,,,,,,,4045,3357,7402,,,,,,
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Brunico/Bruneck,021013,,73664,89151,162815,62476,73566,136042,11188,15585,26773,286892,366052,652944,229986,292988,522974,56906,73064,129970
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Caines/Kuens,021014,,211,3147,3358,129,1924,2053,82,1223,1305,968,22661,23629,600,12878,13478,368,9783,10151
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Caldaro sulla strada del vino/Kaltern an der Weinstraße,021015,,9655,138711,148366,7475,84679,92154,2180,54032,56212,22868,655741,678609,14967,376630,391597,7901,279111,287012
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Campo di Trens/Freienfeld,021016,,17645,37488,55133,14762,31357,46119,2883,6131,9014,49091,83534,132625,39869,71944,111813,9222,11590,20812
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Campo Tures/Sand in Taufers,021017,,43521,42289,85810,35883,33733,69616,7638,8556,16194,200214,230630,430844,155764,179822,335586,44450,50808,95258
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Castelbello-Ciardes/Kastelbell-Tschars,021018,,1678,12791,14469,1272,10687,11959,406,2104,2510,7229,70205,77434,4604,54957,59561,2625,15248,17873
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Castelrotto/Kastelruth,021019,,138816,188759,327575,120976,156336,277312,17840,32423,50263,631537,1000754,1632291,519628,798781,1318409,111909,201973,313882
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Cermes/Tscherms,021020,,3075,19189,22264,2890,16549,19439,185,2640,2825,8272,99658,107930,6955,80135,87090,1317,19523,20840
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Chienes/Kiens,021021,,30537,47543,78080,28767,44692,73459,1770,2851,4621,113862,229159,343021,102686,209547,312233,11176,19612,30788
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Chiusa/Klausen,021022,,16208,58684,74892,13202,37219,50421,3006,21465,24471,44828,163438,208266,35182,105505,140687,9646,57933,67579
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Cornedo all'Isarco/Karneid,021023,,6016,18943,24959,5037,16064,21101,979,2879,3858,14591,75750,90341,12030,64402,76432,2561,11348,13909
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Cortaccia sulla strada del vino/Kurtatsch an der Weinstraße,021024,,997,10196,11193,628,4723,5351,369,5473,5842,2528,49667,52195,1313,18981,20294,1215,30686,31901
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Cortina sulla strada del vino/Kurtinig an der Weinstraße,021025,,1403,7660,9063,,,,,,,3247,27726,30973,,,,,,
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Corvara in Badia/Corvara,021026,,103557,100900,204457,88610,79050,167660,14947,21850,36797,506278,493102,999380,431971,402426,834397,74307,90676,164983
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Curon Venosta/Graun im Vinschgau,021027,,25319,78971,104290,20559,61228,81787,4760,17743,22503,96868,320051,416919,73951,243061,317012,22917,76990,99907
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Dobbiaco/Toblach,021028,,88714,72422,161136,54698,36727,91425,34016,35695,69711,357980,241755,599735,203262,124479,327741,154718,117276,271994
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Egna/Neumarkt,021029,,3926,7881,11807,,,,,,,8923,18124,27047,,,,,,
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Falzes/Pfalzen,021030,,12764,15866,28630,10068,13115,23183,2696,2751,5447,62413,83338,145751,43344,66162,109506,19069,17176,36245
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Fiè allo Sciliar/Völs am Schlern,021031,,29993,67284,97277,17298,31666,48964,12695,35618,48313,107363,326802,434165,71520,154602,226122,35843,172200,208043
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Fortezza/Franzensfeste,021032,,1896,7960,9856,,,,,,,4236,12834,17070,,,,,,
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Funes/Villnöß,021033,,17845,24091,41936,8944,9737,18681,8901,14354,23255,72603,101228,173831,34334,42819,77153,38269,58409,96678
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Gais/Gais,021034,,18911,20895,39806,17693,19732,37425,1218,1163,2381,80863,95456,176319,73798,88789,162587,7065,6667,13732
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Gargazzone/Gargazon,021035,,2179,6907,9086,,,,,,,9204,33358,42562,,,,,,
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Glorenza/Glurns,021036,,4783,21090,25873,2526,7032,9558,2257,14058,16315,15691,61270,76961,6198,16007,22205,9493,45263,54756
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Laces/Latsch,021037,,8502,52408,60910,6198,34230,40428,2304,18178,20482,32360,245693,278053,21291,153809,175100,11069,91884,102953
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Lagundo/Algund,021038,,16692,97431,114123,14267,77515,91782,2425,19916,22341,48097,559713,607810,38486,433705,472191,9611,126008,135619
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Laion/Lajen,021039,,11324,24214,35538,7526,15300,22826,3798,8914,12712,45193,103356,148549,26640,58868,85508,18553,44488,63041
041,BOLZANO - BOZEN,021,BOLZANO-BOZEN,Laives/Leifers,021040,,21028,49056,70084,19920,29728,49648,1108,19328,20436,57399,180382,237781,51946,88367,140313,5453,92015,97468
