cod. reg.,regione,cod. prov.,provincia,comune,cod. istat,flag,arrivi totale esercizi residenti,arrivi totale esercizi non residenti,arrivi totale esercizi totale,arrivi esercizi alberghieri residenti,arrivi esercizi alberghieri non residenti,arrivi esercizi alberghieri totale,arrivi esercizi extra-alberghieri residenti,arrivi esercizi extra-alberghieri non residenti,arrivi esercizi extra-alberghieri totale,presenze totale esercizi residenti,presenze totale esercizi non residenti,presenze totale esercizi totale,presenze esercizi alberghieri residenti,presenze esercizi alberghieri non residenti,presenze esercizi alberghieri totale,presenze esercizi extra-alberghieri residenti,presenze esercizi extra-alberghieri non residenti,presenze esercizi extra-alberghieri totale
010,PIEMONTE,001,TORINO,Piossasco,001194,(a),2204,98,2302,,,,,,,7429,238,7667,,,,,,
010,PIEMONTE,001,TORINO,Piverone,001196,,2658,744,3402,,,,,,,7724,1681,9405,,,,,,
010,PIEMONTE,001,TORINO,Poirino,001197,,7129,774,7903,,,,,,,19336,2102,21438,,,,,,
010,PIEMONTE,001,TORINO,Pragelato,001201,,27346,9703,37049,21482,9143,30625,5864,560,6424,148331,35105,183436,72129,32553,104682,76202,2552,78754
010,PIEMONTE,001,TORINO,Prali,001202,,2562,630,3192,,,,,,,15732,3145,18877,,,,,,
010,PIEMONTE,001,TORINO,Pralormo,001203,,4970,1275,6245,,,,,,,9424,3523,12947,,,,,,
010,PIEMONTE,001,TORINO,Rivarolo Canavese,001217,,8881,4810,13691,,,,,,,22918,31640,54558,,,,,,
010,PIEMONTE,001,TORINO,Rivoli,001219,,30265,2039,32304,27492,1812,29304,2773,227,3000,73890,4616,78506,59439,2456,61895,14451,2160,16611
010,PIEMONTE,001,TORINO,Rosta,001228,,8467,163,8630,,,,,,,21162,313,21475,,,,,,
010,PIEMONTE,001,TORINO,Salbertrand,001232,,1621,1140,2761,,,,,,,4892,3811,8703,,,,,,
010,PIEMONTE,001,TORINO,San Francesco al Campo,001240,,6027,4248,10275,,,,,,,11617,7474,19091,,,,,,
010,PIEMONTE,001,TORINO,San Maurizio Canavese,001248,,3058,328,3386,,,,,,,14086,1089,15175,,,,,,
010,PIEMONTE,001,TORINO,Sauze d'Oulx,001259,,15038,17298,32336,12019,16196,28215,3019,1102,4121,52922,83908,136830,41049,76990,118039,11873,6918,18791
010,PIEMONTE,001,TORINO,Sestriere,001263,,39571,40023,79594,36444,38997,75441,3127,1026,4153,147201,176024,323225,134688,169273,303961,12513,6751,19264
010,PIEMONTE,001,TORINO,Settimo Torinese,001265,,21488,840,22328,20876,810,21686,612,30,642,46361,2628,48989,36561,1904,38465,9800,724,10524
010,PIEMONTE,001,TORINO,Settimo Vittone,001266,,2671,1952,4623,1662,337,1999,1009,1615,2624,7835,3605,11440,5313,662,5975,2522,2943,5465
010,PIEMONTE,001,TORINO,Susa,001270,,5280,5051,10331,2677,4698,7375,2603,353,2956,18590,6546,25136,7553,5806,13359,11037,740,11777
010,PIEMONTE,001,TORINO,Torino,001272,,822476,342821,1165297,744215,312505,1056720,78261,30316,108577,2544274,1118213,3662487,1655597,749819,2405416,888677,368394,1257071
010,PIEMONTE,001,TORINO,Torre Pellice,001275,,4347,2066,6413,,,,,,,24256,12625,36881,,,,,,
010,PIEMONTE,001,TORINO,Traversella,001278,,443,354,797,,,,,,,991,946,1937,,,,,,
010,PIEMONTE,001,TORINO,Usseglio,001282,,2634,637,3271,497,129,626,2137,508,2645,7515,693,8208,1035,151,1186,6480,542,7022
010,PIEMONTE,001,TORINO,Val della Torre,001284,(a),12460,8,12468,,,,,,,27699,15,27714,,,,,,
010,PIEMONTE,001,TORINO,Venaria Reale,001292,,10926,3298,14224,8736,2728,11464,2190,570,2760,18731,7250,25981,14708,4679,19387,4023,2571,6594
010,PIEMONTE,001,TORINO,Vigone,001299,,593,114,707,,,,,,,5133,291,5424,,,,,,
010,PIEMONTE,001,TORINO,Villar Pellice,001306,,10483,576,11059,,,,,,,42691,5042,47733,,,,,,
010,PIEMONTE,001,TORINO,Vinovo,001309,,588,56,644,,,,,,,1654,497,2151,,,,,,
010,PIEMONTE,001,TORINO,Viù,001313,,1246,68,1314,,,,,,,7819,136,7955,,,,,,
010,PIEMONTE,001,TORINO,Volpiano,001314,,9149,774,9923,,,,,,,20679,2189,22868,,,,,,
010,PIEMONTE,001,TORINO,Altri comuni della Provincia di TORINO, ,,239996,35720,275716,,,,,,,581993,77783,659776,,,,,,
010,PIEMONTE,001,TORINO,, ,,1760800,550148,2310948,1452232,487840,1940072,308568,62308,370876,4994884,1818802,6813686,3332877,1327454,4660331,1662007,491348,2153355
010,PIEMONTE,002,VERCELLI,Alagna Valsesia,002002,,7460,7157,14617,1476,1550,3026,5984,5607,11591,19091,22581,41672,4198,6100,10298,14893,16481,31374
010,PIEMONTE,002,VERCELLI,Campertogno,002025,,402,257,659,,,,,,,1027,1347,2374,,,,,,
010,PIEMONTE,002,VERCELLI,Carisio,002032,,9140,2370,11510,,,,,,,16920,4981,21901,,,,,,
010,PIEMONTE,002,VERCELLI,Cigliano,002042,,999,66,1065,,,,,,,3405,131,3536,,,,,,
010,PIEMONTE,002,VERCELLI,Cravagliana,002048,,610,122,732,,,,,,,1092,349,1441,,,,,,
010,PIEMONTE,002,VERCELLI,Crescentino,002049,,1814,348,2162,,,,,,,4970,1116,6086,,,,,,
010,PIEMONTE,002,VERCELLI,Fobello,002057,,1223,205,1428,,,,,,,5397,253,5650,,,,,,
010,PIEMONTE,002,VERCELLI,Quarona,002107,,648,413,1061,,,,,,,1234,754,1988,,,,,,
010,PIEMONTE,002,VERCELLI,Rimasco,002112,,264,2,266,,,,,,,1641,2,1643,,,,,,
010,PIEMONTE,002,VERCELLI,Rimella,002113,,153,569,722,,,,,,,229,1099,1328,,,,,,
010,PIEMONTE,002,VERCELLI,Riva Valdobbia,002114,,8871,3053,11924,,,,,,,29378,10488,39866,,,,,,
010,PIEMONTE,002,VERCELLI,Santhià,002133,,427,51,478,246,27,273,181,24,205,1299,80,1379,834,31,865,465,49,514
010,PIEMONTE,002,VERCELLI,Scopello,002135,,3423,283,3706,1738,100,1838,1685,183,1868,13402,867,14269,5062,225,5287,8340,642,8982
010,PIEMONTE,002,VERCELLI,Varallo,002156,,5405,1661,7066,3153,1445,4598,2252,216,2468,24248,3829,28077,6363,3220,9583,17885,609,18494
010,PIEMONTE,002,VERCELLI,Vercelli,002158,,18560,6242,24802,16903,5442,22345,1657,800,2457,65241,14582,79823,30132,10416,40548,35109,4166,39275
010,PIEMONTE,002,VERCELLI,Altri comuni della Provincia di VERCELLI, ,,10738,3838,14576,,,,,,,28483,9740,38223,,,,,,
010,PIEMONTE,002,VERCELLI,, ,,70137,26637,96774,44767,14797,59564,25370,11840,37210,217057,72199,289256,94720,33634,128354,122337,38565,160902
010,PIEMONTE,003,NOVARA,Agrate Conturbia,003001,,299,1115,1414,,,,,,,457,3206,3663,,,,,,
010,PIEMONTE,003,NOVARA,Ameno,003002,,2201,3293,5494,1494,2411,3905,707,882,1589,5193,12380,17573,2733,9107,11840,2460,3273,5733
010,PIEMONTE,003,NOVARA,Armeno,003006,,2578,2936,5514,871,2380,3251,1707,556,2263,6822,9047,15869,1559,7257,8816,5263,1790,7053
010,PIEMONTE,003,NOVARA,Arona,003008,,13874,16612,30486,12949,15516,28465,925,1096,2021,31224,40586,71810,23961,38222,62183,7263,2364,9627
010,PIEMONTE,003,NOVARA,Bogogno,003021,,424,3184,3608,,,,,,,1153,10768,11921,,,,,,
010,PIEMONTE,003,NOVARA,Borgomanero,003024,,3434,1336,4770,3004,1192,4196,430,144,574,6541,2515,9056,5432,2193,7625,1109,322,1431
010,PIEMONTE,003,NOVARA,Cameri,003032,,16604,3265,19869,,,,,,,18093,4640,22733,,,,,,
010,PIEMONTE,003,NOVARA,Casalino,003040,,31487,4876,36363,,,,,,,32444,6035,38479,,,,,,
010,PIEMONTE,003,NOVARA,Castelletto sopra Ticino,003043,,25483,8824,34307,19261,5605,24866,6222,3219,9441,52885,31766,84651,23470,16306,39776,29415,15460,44875
010,PIEMONTE,003,NOVARA,Dormelletto,003062,,20718,19967,40685,6076,3675,9751,14642,16292,30934,71687,102311,173998,10795,8411,19206,60892,93900,154792
010,PIEMONTE,003,NOVARA,Galliate,003068,,1308,974,2282,,,,,,,4633,3351,7984,,,,,,
010,PIEMONTE,003,NOVARA,Gattico,003071,,793,268,1061,,,,,,,3045,1548,4593,,,,,,
010,PIEMONTE,003,NOVARA,Gozzano,003076,,1665,1201,2866,,,,,,,3445,2618,6063,,,,,,
010,PIEMONTE,003,NOVARA,Invorio,003082,,750,558,1308,,,,,,,1385,1302,2687,,,,,,
010,PIEMONTE,003,NOVARA,Lesa,003084,,3180,9650,12830,1578,3145,4723,1602,6505,8107,7249,32342,39591,2867,8698,11565,4382,23644,28026
010,PIEMONTE,003,NOVARA,Meina,003095,,1758,8184,9942,1454,7631,9085,304,553,857,3282,30088,33370,2779,28313,31092,503,1775,2278
010,PIEMONTE,003,NOVARA,Miasino,003098,,473,566,1039,,,,,,,754,1743,2497,,,,,,
010,PIEMONTE,003,NOVARA,Nebbiuno,003103,,701,4124,4825,,,,,,,1187,13972,15159,,,,,,
010,PIEMONTE,003,NOVARA,Novara,003106,,36408,17089,53497,34100,16260,50360,2308,829,3137,89337,48335,137672,82044,45961,128005,7293,2374,9667
010,PIEMONTE,003,NOVARA,Oleggio,003108,,12522,10859,23381,11907,9832,21739,615,1027,1642,18071,16621,34692,16658,14903,31561,1413,1718,3131
010,PIEMONTE,003,NOVARA,Oleggio Castello,003109,,3679,7300,10979,3394,6855,10249,285,445,730,8537,19122,27659,8016,18212,26228,521,910,1431
010,PIEMONTE,003,NOVARA,Orta San Giulio,003112,,16280,28665,44945,10521,18725,29246,5759,9940,15699,28313,77979,106292,14193,39007,53200,14120,38972,53092
010,PIEMONTE,003,NOVARA,Pella,003115,,1567,614,2181,,,,,,,6015,1975,7990,,,,,,
010,PIEMONTE,003,NOVARA,Pettenasco,003116,,7451,16247,23698,4498,10707,15205,2953,5540,8493,19046,61338,80384,7346,35658,43004,11700,25680,37380
010,PIEMONTE,003,NOVARA,Pombia,003121,,553,146,699,,,,,,,788,198,986,,,,,,
010,PIEMONTE,003,NOVARA,Romentino,003131,,220,2,222,,,,,,,1073,16,1089,,,,,,
010,PIEMONTE,003,NOVARA,San Maurizio d'Opaglio,003133,,676,511,1187,,,,,,,1248,1235,2483,,,,,,
010,PIEMONTE,003,NOVARA,Suno,003143,,151,171,322,,,,,,,1856,884,2740,,,,,,
010,PIEMONTE,003,NOVARA,Varallo Pombia,003154,,2056,792,2848,,,,,,,7811,2261,10072,,,,,,
010,PIEMONTE,003,NOVARA,Veruno,003157,,1978,969,2947,,,,,,,6595,3126,9721,,,,,,
010,PIEMONTE,003,NOVARA,Altri comuni della Provincia di NOVARA, ,,19698,10920,30618,,,,,,,65877,32592,98469,,,,,,
010,PIEMONTE,003,NOVARA,, ,,230969,185218,416187,182618,132083,314701,48351,53135,101486,506046,575900,1081946,329088,345859,674947,176958,230041,406999
010,PIEMONTE,004,CUNEO,Acceglio,004001,,2252,3555,5807,387,519,906,1865,3036,4901,4228,5760,9988,1247,1669,2916,2981,4091,7072
010,PIEMONTE,004,CUNEO,Alba,004003,,37932,44752,82684,25991,30041,56032,11941,14711,26652,80968,104588,185556,43187,65131,108318,37781,39457,77238
010,PIEMONTE,004,CUNEO,Albaretto della Torre,004004,,738,287,1025,,,,,,,1651,1142,2793,,,,,,
010,PIEMONTE,004,CUNEO,Bagnolo Piemonte,004009,(a),1539,279,1818,,,,,,,4341,1796,6137,,,,,,
010,PIEMONTE,004,CUNEO,Barbaresco,004011,,1639,2779,4418,,,,,,,2902,7001,9903,,,,,,
010,PIEMONTE,004,CUNEO,Barge,004012,,1536,1792,3328,,,,,,,2812,6761,9573,,,,,,
010,PIEMONTE,004,CUNEO,Barolo,004013,,3777,6591,10368,,,,,,,6158,17499,23657,,,,,,
010,PIEMONTE,004,CUNEO,Bastia Mondovì,004014,,5287,14,5301,,,,,,,22799,20,22819,,,,,,
010,PIEMONTE,004,CUNEO,Bellino,004017,,1062,77,1139,,,,,,,4404,77,4481,,,,,,
010,PIEMONTE,004,CUNEO,Belvedere Langhe,004018,,254,115,369,,,,,,,818,585,1403,,,,,,
010,PIEMONTE,004,CUNEO,Bene Vagienna,004019,,3661,1257,4918,3146,1015,4161,515,242,757,6170,3793,9963,5209,3271,8480,961,522,1483
010,PIEMONTE,004,CUNEO,Bossolasco,004027,,532,284,816,347,129,476,185,155,340,1585,753,2338,1188,384,1572,397,369,766
010,PIEMONTE,004,CUNEO,Boves,004028,,1170,568,1738,739,403,1142,431,165,596,10581,1165,11746,1521,602,2123,9060,563,9623
010,PIEMONTE,004,CUNEO,Bra,004029,,19725,12855,32580,17625,12260,29885,2100,595,2695,38821,32851,71672,31398,30081,61479,7423,2770,10193
010,PIEMONTE,004,CUNEO,Busca,004034,,1770,672,2442,,,,,,,3287,2170,5457,,,,,,
010,PIEMONTE,004,CUNEO,Canale,004037,,3544,3859,7403,2203,664,2867,1341,3195,4536,6352,8507,14859,3858,1221,5079,2494,7286,9780
010,PIEMONTE,004,CUNEO,Carrù,004043,,994,32,1026,,,,,,,3407,65,3472,,,,,,
010,PIEMONTE,004,CUNEO,Castellinaldo d'Alba,004051,,731,1240,1971,,,,,,,1093,3607,4700,,,,,,
010,PIEMONTE,004,CUNEO,Castiglione Falletto,004055,,1411,2850,4261,,,,,,,2555,8353,10908,,,,,,
010,PIEMONTE,004,CUNEO,Castiglione Tinella,004056,,473,613,1086,,,,,,,869,1936,2805,,,,,,
010,PIEMONTE,004,CUNEO,Cerretto Langhe,004063,,323,495,818,,,,,,,809,2130,2939,,,,,,
010,PIEMONTE,004,CUNEO,Cervasca,004064,,377,308,685,,,,,,,888,661,1549,,,,,,
010,PIEMONTE,004,CUNEO,Ceva,004066,,4261,829,5090,,,,,,,12304,2107,14411,,,,,,
010,PIEMONTE,004,CUNEO,Cherasco,004067,,15558,7913,23471,13147,6975,20122,2411,938,3349,24121,17177,41298,19924,14920,34844,4197,2257,6454
010,PIEMONTE,004,CUNEO,Chiusa di Pesio,004068,,6032,891,6923,2932,791,3723,3100,100,3200,19317,2177,21494,9395,2011,11406,9922,166,10088
010,PIEMONTE,004,CUNEO,Corneliano d'Alba,004072,,257,101,358,,,,,,,1991,367,2358,,,,,,
010,PIEMONTE,004,CUNEO,Cortemilia,004073,,906,2377,3283,,,,,,,1299,9603,10902,,,,,,
010,PIEMONTE,004,CUNEO,Cossano Belbo,004074,,268,544,812,,,,,,,523,2824,3347,,,,,,
010,PIEMONTE,004,CUNEO,Costigliole Saluzzo,004075,,2787,1232,4019,,,,,,,3971,2357,6328,,,,,,
010,PIEMONTE,004,CUNEO,Cravanzana,004076,,317,658,975,,,,,,,547,1087,1634,,,,,,
010,PIEMONTE,004,CUNEO,Crissolo,004077,,2808,1862,4670,536,280,816,2272,1582,3854,3586,2009,5595,1194,353,1547,2392,1656,4048
010,PIEMONTE,004,CUNEO,Cuneo,004078,,30182,17119,47301,25410,13709,39119,4772,3410,8182,87021,38309,125330,52765,28906,81671,34256,9403,43659
010,PIEMONTE,004,CUNEO,Demonte,004079,,3847,1727,5574,898,863,1761,2949,864,3813,15016,3547,18563,1403,1455,2858,13613,2092,15705
010,PIEMONTE,004,CUNEO,Diano d'Alba,004080,,1921,1816,3737,,,,,,,3227,5190,8417,,,,,,
010,PIEMONTE,004,CUNEO,Dogliani,004081,,2721,2140,4861,1078,742,1820,1643,1398,3041,4240,6443,10683,1774,1781,3555,2466,4662,7128
010,PIEMONTE,004,CUNEO,Dronero,004082,,2055,1267,3322,1697,847,2544,358,420,778,4912,2732,7644,4256,1886,6142,656,846,1502
010,PIEMONTE,004,CUNEO,Entracque,004084,,5724,3569,9293,1008,171,1179,4716,3398,8114,16464,13001,29465,2850,498,3348,13614,12503,26117
010,PIEMONTE,004,CUNEO,Farigliano,004086,,703,447,1150,,,,,,,1008,1032,2040,,,,,,
010,PIEMONTE,004,CUNEO,Fossano,004089,,15539,5012,20551,15123,4787,19910,416,225,641,48813,12787,61600,48218,12366,60584,595,421,1016
010,PIEMONTE,004,CUNEO,Frabosa Soprana,004090,,5821,738,6559,5320,721,6041,501,17,518,20826,2146,22972,18611,2096,20707,2215,50,2265
010,PIEMONTE,004,CUNEO,Frabosa Sottana,004091,,18823,2300,21123,6631,991,7622,12192,1309,13501,78380,10355,88735,23802,5102,28904,54578,5253,59831
010,PIEMONTE,004,CUNEO,Garessio,004095,,213,61,274,,,,,,,1185,175,1360,,,,,,
010,PIEMONTE,004,CUNEO,Govone,004099,,897,818,1715,,,,,,,1514,2481,3995,,,,,,
010,PIEMONTE,004,CUNEO,Guarene,004101,,5856,3657,9513,3106,2197,5303,2750,1460,4210,10250,8855,19105,4424,4920,9344,5826,3935,9761
010,PIEMONTE,004,CUNEO,La Morra,004105,,6509,11954,18463,,,,,,,11618,31048,42666,,,,,,
010,PIEMONTE,004,CUNEO,Limone Piemonte,004110,,13725,6843,20568,10592,5635,16227,3133,1208,4341,58635,24475,83110,40188,15718,55906,18447,8757,27204
010,PIEMONTE,004,CUNEO,Macra,004112,,352,191,543,,,,,,,1102,396,1498,,,,,,
010,PIEMONTE,004,CUNEO,Mango,004115,,698,971,1669,,,,,,,1222,3368,4590,,,,,,
010,PIEMONTE,004,CUNEO,Manta,004116,,1224,276,1500,,,,,,,3960,571,4531,,,,,,
010,PIEMONTE,004,CUNEO,Marmora,004119,,647,728,1375,,,,,,,1444,4143,5587,,,,,,
010,PIEMONTE,004,CUNEO,Mondovì,004130,,8737,4549,13286,6717,3567,10284,2020,982,3002,25349,14868,40217,19612,12288,31900,5737,2580,8317
010,PIEMONTE,004,CUNEO,Monforte d'Alba,004132,,4006,9007,13013,952,4421,5373,3054,4586,7640,5696,22986,28682,1463,10141,11604,4233,12845,17078
010,PIEMONTE,004,CUNEO,Montà,004133,,552,303,855,217,181,398,335,122,457,1227,1091,2318,366,362,728,861,729,1590
010,PIEMONTE,004,CUNEO,Montelupo Albese,004137,,1886,1244,3130,,,,,,,5465,4702,10167,,,,,,
010,PIEMONTE,004,CUNEO,Monticello d'Alba,004142,,938,296,1234,,,,,,,2202,476,2678,,,,,,
010,PIEMONTE,004,CUNEO,Murazzano,004145,,95,257,352,,,,,,,123,1068,1191,,,,,,
010,PIEMONTE,004,CUNEO,Narzole,004147,,1983,1026,3009,1412,365,1777,571,661,1232,4912,3350,8262,3427,929,4356,1485,2421,3906
010,PIEMONTE,004,CUNEO,Neive,004148,,2145,3431,5576,,,,,,,3330,7650,10980,,,,,,
010,PIEMONTE,004,CUNEO,Neviglie,004149,,418,939,1357,,,,,,,864,2552,3416,,,,,,
010,PIEMONTE,004,CUNEO,Novello,004152,,2782,2416,5198,1334,1101,2435,1448,1315,2763,4461,5868,10329,2112,2099,4211,2349,3769,6118
010,PIEMONTE,004,CUNEO,Ormea,004155,,2690,1415,4105,2477,1329,3806,213,86,299,8212,3337,11549,7747,2952,10699,465,385,850
010,PIEMONTE,004,CUNEO,Ostana,004156,,1040,238,1278,,,,,,,1843,636,2479,,,,,,
010,PIEMONTE,004,CUNEO,Paesana,004157,,2776,1809,4585,626,471,1097,2150,1338,3488,8065,4811,12876,1758,870,2628,6307,3941,10248
010,PIEMONTE,004,CUNEO,Peveragno,004163,,1555,2027,3582,,,,,,,5545,6761,12306,,,,,,
010,PIEMONTE,004,CUNEO,Pietraporzio,004167,,1308,1065,2373,,,,,,,3321,2831,6152,,,,,,
010,PIEMONTE,004,CUNEO,Pocapaglia,004170,,1599,149,1748,,,,,,,4323,644,4967,,,,,,
010,PIEMONTE,004,CUNEO,Roburent,004186,,1339,103,1442,,,,,,,4458,160,4618,,,,,,
010,PIEMONTE,004,CUNEO,Roccabruna,004187,,244,578,822,109,462,571,135,116,251,857,1300,2157,560,931,1491,297,369,666
010,PIEMONTE,004,CUNEO,Roccaforte Mondovì,004190,,12389,2055,14444,6098,240,6338,6291,1815,8106,53377,7573,60950,26019,1042,27061,27358,6531,33889
010,PIEMONTE,004,CUNEO,Roddino,004195,,392,135,527,,,,,,,590,676,1266,,,,,,
010,PIEMONTE,004,CUNEO,Saluzzo,004203,,12177,7212,19389,10595,6449,17044,1582,763,2345,23471,15773,39244,19721,13682,33403,3750,2091,5841
010,PIEMONTE,004,CUNEO,Sampeyre,004205,,9533,743,10276,5350,676,6026,4183,67,4250,39508,1403,40911,19715,1178,20893,19793,225,20018
010,PIEMONTE,004,CUNEO,Sanfront,004209,,1236,89,1325,,,,,,,2287,272,2559,,,,,,
010,PIEMONTE,004,CUNEO,San Michele Mondovì,004210,,745,221,966,,,,,,,2631,1274,3905,,,,,,
010,PIEMONTE,004,CUNEO,Santa Vittoria d'Alba,004212,,1536,3120,4656,,,,,,,2172,8987,11159,,,,,,
010,PIEMONTE,004,CUNEO,Santo Stefano Belbo,004213,,4004,5032,9036,,,,,,,6790,11470,18260,,,,,,
010,PIEMONTE,004,CUNEO,Savigliano,004215,,8061,1339,9400,6545,884,7429,1516,455,1971,24674,2661,27335,18493,1823,20316,6181,838,7019
010,PIEMONTE,004,CUNEO,Serralunga d'Alba,004218,,5996,5843,11839,5208,4335,9543,788,1508,2296,9215,13519,22734,7055,9519,16574,2160,4000,6160
010,PIEMONTE,004,CUNEO,Sinio,004220,,1023,1822,2845,,,,,,,1603,6304,7907,,,,,,
010,PIEMONTE,004,CUNEO,Sommariva Perno,004223,,2040,1060,3100,,,,,,,4259,2421,6680,,,,,,
010,PIEMONTE,004,CUNEO,Stroppo,004224,,99,884,983,,,,,,,252,3191,3443,,,,,,
010,PIEMONTE,004,CUNEO,Treiso,004230,,1289,2393,3682,,,,,,,2189,6567,8756,,,,,,
010,PIEMONTE,004,CUNEO,Trezzo Tinella,004231,,423,404,827,,,,,,,699,1129,1828,,,,,,
010,PIEMONTE,004,CUNEO,Valdieri,004233,,8702,2421,11123,1036,783,1819,7666,1638,9304,23118,5504,28622,3514,1735,5249,19604,3769,23373
010,PIEMONTE,004,CUNEO,Verduno,004238,,897,2591,3488,,,,,,,1448,6480,7928,,,,,,
010,PIEMONTE,004,CUNEO,Vernante,004239,,847,253,1100,645,191,836,202,62,264,6062,537,6599,5249,419,5668,813,118,931
010,PIEMONTE,004,CUNEO,Verzuolo,004240,,455,219,674,,,,,,,3181,1726,4907,,,,,,
