AREA;SOTTOAREA;STATO;QUARTIERE;ZONA;CENTRO_STORICO;SETTORE;BOTTEGA_STORICA;LATITUDINE;LONGITUDINE;DATA_INIZIO_ATTIVITA;DATA_CESSAZIONE_ATTIVITA;TIPOLOGIA_ESERCIZIO;ESERCIZIO_VIA;CIVICO;AREA STATISTICA;ATTIVITA_PREVALENTE_ESERCIZIO;ATTIVITA_SECONDARIA_ESERCIZIO;INSERITO_IN_CENTRO_COMMERCALE;geopoint
Attività ricettive;Altre tipologie ricettive;Cessato;Savena;Mazzini;;;;44.48463531;11.39047082;2011-10-06;2014-10-01;Bed & Breakfast;VIA PABLO NERUDA;15 Int. 15;FOSSOLO;;;;44.48463531, 11.39047082
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48684734;11.3496879;2003-02-24;2005-04-22;Bed & Breakfast;VIA ORFEO;24 Int. 7;GALVANI-2;;BED AND BREAKFAST;;44.48684734, 11.3496879
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49838209;11.34397987;2018-04-20;2018-04-26;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA MALCONTENTI;11 Int. 6;IRNERIO-1;;;;44.49838209, 11.34397987
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49430149;11.38261861;2005-05-26;2006-03-31;Bed & Breakfast;VIA LORENZO GHIBERTI;7 Int. 8;GUELFA;;BED AND BREAKFAST;;44.49430149, 11.38261861
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;Barca;;;;44.49848566;11.29277821;2018-06-21;2018-08-02;Appartamento Ammobiliato Per Uso Turistico;VIA LINO GUCCI;12;BATTINDARNO;;;;44.49848566, 11.29277821
Attività ricettive;Attività extra-alberghiere;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.50680502;11.2982207;2006-05-09;2012-01-27;Affittacamere;VIA LEMONIA;50;EMILIA PONENTE;;AFFITTACAMERE;;44.50680502, 11.2982207
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.48578266;11.35881872;1989-08-02;2006-07-17;Affittacamere;VIA JACOPO DELLA LANA;3 Int. 3;MEZZOFANTI;;AFFITTACAMERE;;44.48578266, 11.35881872
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.50024729;11.34887266;2019-10-16;2021-05-24;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA IRNERIO;14;IRNERIO-2;;;;44.50024729, 11.34887266
Attività ricettive;Altre tipologie ricettive;Cessato;San Donato - San Vitale;S. Vitale;;;;44.49891943;11.36160543;2019-09-30;2020-05-04;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA ILIO BARONTINI;26 Int. 5;CIRENAICA;;;;44.49891943, 11.36160543
Attività ricettive;Altre tipologie ricettive;Cessato;Savena;S. Ruffillo;;;;44.46821054;11.37210275;2005-07-21;2007-12-06;Bed & Breakfast;VIA DOMENICO SCARLATTI;4 Int. 6;VIA TOSCANA;;BED AND BREAKFAST;;44.46821054, 11.37210275
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.46908299;11.31241646;2009-10-06;2010-09-30;Appartamenti Ammobiliati Ad Uso Turistico;VIA DI RAVONE;25;SAN LUCA;;;;44.46908299, 11.31241646
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Colli;;;;44.44429001;11.31936611;2014-06-26;;Camera E Colazione Room & Breakfast;VIA DI PADERNO;9;PADERNO;;;;44.44429001, 11.31936611
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Colli;;;;44.47365167;11.32153684;2019-06-12;;Affittacamere;VIA DI GAIBOLA;16;PADERNO;;;;44.47365167, 11.32153684
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49738921;11.34312991;1989-12-01;1992-08-10;non definita;VIA DELL'INDIPENDENZA;22;MARCONI-1;;ALBERGHI E PENSIONI;;44.49738921, 11.34312991
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.52844481;11.34590316;2016-08-19;2016-09-08;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DELL'ARCOVEGGIO;62;CASERME ROSSE-MANIFATTURA;;;;44.52844481, 11.34590316
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Navile;Corticella;;;;44.53853627;11.36325452;1995-02-13;1995-09-11;non definita;VIA DEL TUSCOLANO;33;SAVENA ABBANDONATO;;DIPENDENZA O DEPENDENCE;;44.53853627, 11.36325452
Attività ricettive;Altre tipologie ricettive;Attivo;Borgo Panigale - Reno;Borgo Panigale;;;;44.52100258;11.29656173;2005-12-05;;Bed & Breakfast;VIA DEL TRIUMVIRATO;113 Int. 5;LA BIRRA;;BED AND BREAKFAST;;44.52100258, 11.29656173
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Saffi;;;;44.49907503;11.31753753;2013-08-23;;Appartamenti Ammobiliati Ad Uso Turistico;VIA DEL TIMAVO;34 Int. 14;VIA VITTORIO VENETO;;;;44.49907503, 11.31753753
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.50312544;11.41648637;2018-02-09;;Appartamento Ammobiliato Per Uso Turistico;VIA DEL SELCIATORE;8/6;ROVERI;;;;44.50312544, 11.41648637
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49547258;11.3318027;2006-06-29;;Bed & Breakfast;VIA DEL PRATELLO;56 Int. 11;MALPIGHI-2;;BED AND BREAKFAST;;44.49547258, 11.3318027
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50206352;11.33793442;1989-11-27;1991-08-05;non definita;VIA DEL PORTO;17;MARCONI-2;;ALBERGHI E PENSIONI;;44.50206352, 11.33793442
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.48787755;11.30988854;2002-07-08;2005-04-20;Bed & Breakfast;VIA DEL MELONCELLO;18 Int. 2;STADIO-MELONCELLO;;BED AND BREAKFAST;;44.48787755, 11.30988854
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.4956453;11.34729979;2003-05-22;2006-02-27;Bed & Breakfast;VIA DEL CARRO;5 Int. 1;IRNERIO-1;;BED AND BREAKFAST;;44.4956453, 11.34729979
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;S. Viola;;;;44.50988918;11.29895582;2019-10-13;;Case E Appartamenti Per Vacanze;VIA DEL CARDO;17 Int. 3;AGUCCHI;;;;44.50988918, 11.29895582
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Lame;;;;44.52336781;11.32014987;2019-09-10;2020-11-23;Appartamento Ammobiliato Per Uso Turistico;VIA DELLA CA' BIANCA;22;PESCAROLA;;;;44.52336781, 11.32014987
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49845403;11.34308951;1990-04-05;1996-09-11;non definita;VIA DELL'ORSO;6;MARCONI-1;;FILODIFFUSIONE, SOMMINISTRAZIONI RISERVATE AI SOLI ALLOGGIATI DELLE VARIE STRUTTURE RICETTIVE, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.49845403, 11.34308951
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49849028;11.34272262;2020-01-30;;Case E Appartamenti Per Vacanze;VIA DELL'ORSO;10 Int. 2;MARCONI-1;;;;44.49849028, 11.34272262
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48639925;11.34703833;2014-05-12;2014-09-04;Appartamento Ammobiliato Per Uso Turistico;VIA DELL'ORO;9 Int. 1;GALVANI-2;;;;44.48639925, 11.34703833
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49609193;11.34275493;1989-01-18;1995-11-03;non definita;VIA DELL'INDIPENDENZA;8;MARCONI-1;;RADIO, SOMMINISTRAZIONI RISERVATE AI SOLI ALLOGGIATI DELLE VARIE STRUTTURE RICETTIVE, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.49609193, 11.34275493
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49332902;11.34261868;2019-03-20;2019-05-10;Appartamento Ammobiliato Per Uso Turistico;VIA DE' PIGNATTARI;1;GALVANI-1;;;;44.49332902, 11.34261868
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.49717877;11.34229121;2010-05-14;2018-11-09;Case E Appartamenti Per Vacanze;VIA DE' MONARI;3 Int. 2;MARCONI-1;;;;44.49717877, 11.34229121
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49204051;11.33896391;2019-09-01;;Appartamento Ammobiliato Per Uso Turistico;VIA DE' GRIFFONI;7 Int. 5;MALPIGHI-1;;;;44.49204051, 11.33896391
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49625281;11.34097395;2019-12-30;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DE' GESSI;3 Int. 1;MARCONI-1;;;;44.49625281, 11.34097395
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.4930528;11.34143168;2001-10-31;2002-03-01;non definita;VIA DE' FUSARI;9;MALPIGHI-1;;RADIO SENZA AMPLIFICAZIONE, ALBERGHI E PENSIONI, T.V. SENZA AMPLIFICAZIONE;;44.4930528, 11.34143168
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.4930528;11.34143168;1999-08-02;2001-10-31;non definita;VIA DE' FUSARI;9;MALPIGHI-1;;RADIO, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.4930528, 11.34143168
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49899442;11.34268283;2014-11-07;;Case E Appartamenti Per Vacanze;VIA DE' FALEGNAMI;16 Int. 7;MARCONI-1;;;;44.49899442, 11.34268283
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Lame;;;;44.50907807;11.3314774;2019-05-07;2020-06-08;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA DE' CARRACCI;77 Int. 5;BEVERARA;;;;44.50907807, 11.3314774
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Navile;Bolognina;;;;44.50705436;11.34577404;1991-08-21;1993-01-05;non definita;VIA DE' CARRACCI;3;PIAZZA DELL'UNITA';;ALBERGHI E PENSIONI;;44.50705436, 11.34577404
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Navile;Bolognina;;;;44.50705436;11.34577404;2017-05-19;;Case E Appartamenti Per Vacanze;VIA DE' CARRACCI;3;PIAZZA DELL'UNITA';;;;44.50705436, 11.34577404
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48687029;11.35184884;2018-06-09;2020-09-14;Appartamento Ammobiliato Per Uso Turistico;VIA DE' BUTTIERI;7;GALVANI-2;;;;44.48687029, 11.35184884
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.5178987;11.33972612;2020-01-31;2021-01-18;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DANIELE MANIN;9 Int. 11;ARCOVEGGIO;;;;44.5178987, 11.33972612
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49067572;11.34155307;2019-07-01;2019-06-25;Appartamento Ammobiliato Per Uso Turistico;VIA D'AZEGLIO;42;GALVANI-2;;;;44.49067572, 11.34155307
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49179498;11.3419135;2018-03-18;2019-09-28;Case E Appartamenti Per Vacanze;VIA D'AZEGLIO;32;GALVANI-1;;;;44.49179498, 11.3419135
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49328936;11.34429369;2020-01-08;;Case E Appartamenti Per Vacanze;VIA CLAVATURE;7 Int. 2;GALVANI-1;;;;44.49328936, 11.34429369
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Borgo Panigale - Reno;Borgo Panigale;;;;44.49316242;11.26906591;1986-12-06;1995-03-31;non definita;VIA CASTELDEBOLE;12;RIGOSA;;ALBERGHI E PENSIONI;;44.49316242, 11.26906591
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.48890558;11.34844988;2019-06-13;2019-08-06;Case E Appartamenti Per Vacanze;VIA CARTOLERIA;38;GALVANI-2;;;;44.48890558, 11.34844988
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49475782;11.31776531;2004-04-01;2005-10-18;Bed & Breakfast;VIA CARLO ZUCCHI;3;XXI APRILE;;BED AND BREAKFAST;;44.49475782, 11.31776531
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.4871134;11.31581752;2005-05-24;2007-05-24;Bed & Breakfast;VIA CARLO FRANCESCO DOTTI;15 Int. 3;RAVONE;;BED AND BREAKFAST;;44.4871134, 11.31581752
Attività ricettive;Altre tipologie ricettive;Attivo;Navile;Bolognina;;;;44.51455924;11.34845293;2019-10-20;;Appartamento Ammobiliato Per Uso Turistico;VIA CARLO CIGNANI;30;VIA FERRARESE;;;;44.51455924, 11.34845293
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Savena;Mazzini;;;;44.47903203;11.3974252;2017-05-17;2018-02-27;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA CARLO CARLI;37;DUE MADONNE;;;;44.47903203, 11.3974252
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Colli;;;;44.46255128;11.31985205;2005-03-10;2006-06-09;Bed & Breakfast;VIA DEI POZZETTI;3 Int. 1;PADERNO;;BED AND BREAKFAST;;44.46255128, 11.31985205
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.49401438;11.33800626;2018-02-01;2019-10-15;Case E Appartamenti Per Vacanze;VIA DEI FELICINI;4 Int. 1;MALPIGHI-1;;;;44.49401438, 11.33800626
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.49633327;11.34022661;2020-07-10;;Affittacamere;VIA DEGLI USBERTI;6 Int. 3;MARCONI-1;;;;44.49633327, 11.34022661
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;Barca;;;;44.49713945;11.29457631;2013-04-03;;Affittacamere;VIA BATTINDARNO;159/5;BATTINDARNO;;;;44.49713945, 11.29457631
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50016028;11.34167181;1989-11-21;1999-02-16;Affittacamere;VIA AVESELLA;18;MARCONI-2;;AFFITTACAMERE;;44.50016028, 11.34167181
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49916958;11.34482302;2018-09-20;2018-09-06;Case E Appartamenti Per Vacanze;VIA AUGUSTO RIGHI;10 Int. 2;IRNERIO-2;;;;44.49916958, 11.34482302
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49916958;11.34482302;2018-09-20;2018-09-06;Case E Appartamenti Per Vacanze;VIA AUGUSTO RIGHI;10 Int. 2/2;IRNERIO-2;;;;44.49916958, 11.34482302
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Santo Stefano;Murri;;;;44.47880076;11.36474608;1987-02-21;1994-07-29;non definita;VIA AUGUSTO MURRI;117;CHIESANUOVA;;SOMMINISTRAZIONI RISERVATE AI SOLI ALLOGGIATI DELLE VARIE STRUTTURE RICETTIVE, ALBERGHI E PENSIONI, APPARECCHI TELEVISIVI;;44.47880076, 11.36474608
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.47916599;11.36386596;2005-02-03;2005-02-07;Bed & Breakfast;VIA AUGUSTO MURRI;109;SIEPELUNGA;;BED AND BREAKFAST;;44.47916599, 11.36386596
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.497079;11.33800455;2003-04-30;2003-10-13;Bed & Breakfast;VIA AUGUSTO MAJANI;2 Int. 7;MARCONI-1;;BED AND BREAKFAST;;44.497079, 11.33800455
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Costa Saragozza;;;;44.49559682;11.32005588;2003-05-08;2005-06-13;Bed & Breakfast;VIA AUGUSTO AGLEBERT;3 Int. 5;XXI APRILE;;BED AND BREAKFAST;;44.49559682, 11.32005588
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Navile;Corticella;;;;44.54045301;11.35872194;1989-08-02;1993-02-02;non definita;VIA ARTURO SOLARI;7;SAN SAVINO;;ALBERGHI E PENSIONI;;44.54045301, 11.35872194
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.50467793;11.29318887;2010-06-16;2010-12-04;Appartamenti Ammobiliati Ad Uso Turistico;VIA ARMANDO SPADINI;6 Int. 1;EMILIA PONENTE;;;;44.50467793, 11.29318887
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.50454071;11.29421525;1995-03-21;2004-06-17;Affittacamere;VIA ARMANDO SPADINI;5 Int. 7;EMILIA PONENTE;;AFFITTACAMERE;;44.50454071, 11.29421525
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Navile;Bolognina;;;;44.51340369;11.3419814;2016-11-24;;Camera E Colazione Room & Breakfast;VIA ARISTOTILE FIORAVANTI;57;ARCOVEGGIO;;;;44.51340369, 11.3419814
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Navile;Bolognina;;;;44.50833114;11.34452127;1990-05-23;1998-04-24;Affittacamere;VIA ALESSANDRO TIARINI;6;PIAZZA DELL'UNITA';;AFFITTACAMERE;;44.50833114, 11.34452127
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Borgo Panigale - Reno;S. Viola;;;;44.51008223;11.29501519;1990-06-28;1994-01-31;Affittacamere;VIA ALESSANDRO MENGANTI;8 Int. 3;AGUCCHI;;AFFITTACAMERE;;44.51008223, 11.29501519
Attività ricettive;Strutture ricettive extralberghiere;Diniegato;Porto - Saragozza;Costa Saragozza;;;;44.49055337;11.32616717;2018-08-20;;Case E Appartamenti Per Vacanze;VIA ALESSANDRO GUIDOTTI;60;SAN GIUSEPPE;;;;44.49055337, 11.32616717
Attività ricettive;Altre tipologie ricettive;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50122111;11.3335222;2005-05-12;2005-10-12;Bed & Breakfast;VIA ALESSANDRO CERVELLATI;1 Int. 13;MARCONI-2;;BED AND BREAKFAST;;44.50122111, 11.3335222
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Marconi;(centro storico);;;44.50423291;11.34145081;2019-02-16;2021-05-27;Case E Appartamenti Per Vacanze;VIA CESARE BOLDRINI;6 Int. 12;MARCONI-2;;;;44.50423291, 11.34145081
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Marconi;(centro storico);;;44.5042861;11.34345422;2019-02-06;;Appartamento Ammobiliato Per Uso Turistico;VIA CESARE BOLDRINI;3;MARCONI-2;;;;44.5042861, 11.34345422
Attività ricettive;Altre tipologie ricettive;Attivo;Porto - Saragozza;Malpighi;(centro storico);;;44.49448236;11.33865007;2010-01-21;;Bed & Breakfast;VIA CESARE BATTISTI;9 Int. 10;MALPIGHI-1;;;;44.49448236, 11.33865007
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Santo Stefano;Colli;;;;44.44104097;11.30431119;2000-07-17;2002-11-08;Bed & Breakfast;VIA CAVAIONI;4;PADERNO;;BED AND BREAKFAST;;44.44104097, 11.30431119
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49046342;11.34651063;2019-02-05;;Case E Appartamenti Per Vacanze;VIA CASTIGLIONE;21 Int. 14;GALVANI-2;;;;44.49046342, 11.34651063
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Savena;Mazzini;;;;44.4757412;11.39635387;1990-02-06;1990-12-10;non definita;VIA ALBERTO DALLOLIO;3;DUE MADONNE;;ALBERGHI E PENSIONI;;44.4757412, 11.39635387
Attività ricettive;Altre tipologie ricettive;Cessato;Borgo Panigale - Reno;Barca;;;;44.49259737;11.29719416;2004-02-19;2005-06-09;Bed & Breakfast;VIA ALBERTO BERGAMINI;6 Int. 20;CANALE DI RENO;;BED AND BREAKFAST;;44.49259737, 11.29719416
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Borgo Panigale - Reno;S. Viola;;;;44.51007938;11.29807698;2020-02-28;;Case E Appartamenti Per Vacanze;VIA AGUCCHI;63;AGUCCHI;;;;44.51007938, 11.29807698
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Lame;;;;44.52352059;11.31445467;1995-01-11;2002-09-11;Casa Per Ferie;VIA AGUCCHI;175;PESCAROLA;;CASA PER FERIE;;44.52352059, 11.31445467
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.47672543;11.36135935;2019-01-04;2019-07-22;Appartamento Ammobiliato Per Uso Turistico;VIA ADELAIDE BORGHI MAMO;5;SIEPELUNGA;;;;44.47672543, 11.36135935
Attività ricettive;Strutture ricettive extralberghiere;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.49171768;11.35320804;2016-09-26;;Case E Appartamenti Per Vacanze;STRADA MAGGIORE;52/2 Int. 11;IRNERIO-2;;;;44.49171768, 11.35320804
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49086511;11.3549547;2018-12-01;2019-01-23;Affittacamere;STRADA MAGGIORE;51;GALVANI-2;;;;44.49086511, 11.3549547
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Santo Stefano;Galvani;(centro storico);;;44.49381461;11.34714217;1990-11-29;1993-06-28;Affittacamere;STRADA MAGGIORE;5;GALVANI-1;;AFFITTACAMERE;;44.49381461, 11.34714217
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49196883;11.35261129;1989-08-02;1990-12-14;non definita;STRADA MAGGIORE;48;IRNERIO-2;;ALBERGHI E PENSIONI;;44.49196883, 11.35261129
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Colli;;;;44.48492544;11.34867412;2014-12-15;;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;PIAZZA DI PORTA CASTIGLIONE;14 Int. 6;SAN MICHELE IN BOSCO;;;;44.48492544, 11.34867412
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Borgo Panigale - Reno;Borgo Panigale;;;;44.49785576;11.27443461;1989-09-08;1989-12-20;Affittacamere;VIA CADUTI DI CASTELDEBOLE;114 Int. 3;CASTELDEBOLE;;AFFITTACAMERE;;44.49785576, 11.27443461
Attività ricettive;Altre tipologie ricettive;Attivo;San Donato - San Vitale;S. Vitale;;;;44.49179444;11.36848742;2021-05-21;;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA ANGELO VENTUROLI;43;MENGOLI;;;;44.49179444, 11.36848742
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Navile;Corticella;;;;44.54301434;11.35668575;1990-03-02;1992-12-29;non definita;VIA ANGELO GATTI;1;SAN SAVINO;;ALBERGHI E PENSIONI;;44.54301434, 11.35668575
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Malpighi;(centro storico);;;44.48942935;11.3366986;2018-08-11;2020-07-06;Case E Appartamenti Per Vacanze;VIA ALTASETA;11 Int. 2;MALPIGHI-2;;;;44.48942935, 11.3366986
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Irnerio;(centro storico);;;44.4953167;11.34407117;2016-11-10;;Appartamento Ammobiliato Per Uso Turistico;VIA ALTABELLA;11 Int. 9;IRNERIO-1;;;;44.4953167, 11.34407117
Attività ricettive;Altre tipologie ricettive;Attivo;Santo Stefano;Galvani;(centro storico);;;44.49075125;11.34492482;2001-12-28;;Bed & Breakfast;PIAZZA CALDERINI;6;GALVANI-2;;BED AND BREAKFAST;;44.49075125, 11.34492482
Attività ricettive;Alberghi - Residenze turistico alberghiere;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.49663157;11.34973436;2000-10-20;2002-01-11;Bed & Breakfast;LARGO RESPIGHI;4;IRNERIO-1;;BED AND BREAKFAST;;44.49663157, 11.34973436
Attività ricettive;non definita;Attivo;;;;;;;;2022-10-06;;non definita;;;;;;;
Attività ricettive;Strutture ricettive extralberghiere;Attivo;;;;;;;;2021-11-09;;non definita;;;;;;;
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Santo Stefano;Murri;;;;44.47471938;11.36933865;2019-04-16;2025-05-05;Case E Appartamenti Per Vacanze;VIA STEFANO GOBATTI;1;CHIESANUOVA;;;;44.47471938, 11.36933865
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Irnerio;(centro storico);;;44.50105839;11.34953382;2024-03-06;2025-05-06;Bed & Breakfast - Attività Saltuaria Di Alloggio E Prima Colazione;VIA DEL BORGO DI SAN PIETRO;88;IRNERIO-2;;;;44.50105839, 11.34953382
Attività ricettive;Strutture ricettive extralberghiere;Cessato;Porto - Saragozza;Saffi;;;;44.50367453;11.3143227;2019-07-05;2025-04-22;Affittacamere;VIA EMILIA PONENTE;14 Int. 20;VELODROMO;;;;44.50367453, 11.3143227
Attività ricettive;Strutture ricettive extralberghiere;Attivo;San Donato - San Vitale;S. Vitale;;;;44.4931989;11.36095167;2019-07-31;;Affittacamere;VIA GIUSEPPE MASSARENTI;72;CIRENAICA;;;;44.4931989, 11.36095167
Attività ricettive;Altre tipologie ricettive;Cessato;Santo Stefano;Murri;;;;44.4754432;11.36541657;2023-06-11;2025-04-26;Intermediazione Da Parte Di Agenzie Immobiliari Nella Locazione Di Appartamenti Ammobiliati A Turisti;VIA AURELIANO PERTILE;4/3 Int. 7;CHIESANUOVA;;;;44.4754432, 11.36541657
Attività ricettive;Altre tipologie ricettive;Cessato;Navile;Bolognina;;;;44.50822735;11.34972041;2024-12-31;2025-04-03;Appartamento Ammobiliato Per Uso Turistico;VIA MARCANTONIO FRANCESCHINI;7;PIAZZA DELL'UNITA';;;;44.50822735, 11.34972041
